,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Ravens,3.3,2.4,2.9,1.3,0.7,1.0,1.2,0.7,0.8,1.6,1.0,1.2,0.3,0.1,0.2,0.0,0.0,0.0,20.4,15.2,17.9,288.0,355.4,323.7,9.8,6.8,8.8,6,DST
1,Colts,3.8,2.8,3.3,1.3,0.7,1.0,0.8,0.5,0.6,1.2,0.8,1.0,0.2,0.1,0.2,0.1,0.0,0.1,20.7,16.7,18.9,308.0,335.1,325.1,8.8,7.1,8.6,6,DST
2,Patriots,2.8,1.8,2.3,1.3,0.7,1.0,0.8,0.3,0.6,1.2,0.9,1.0,0.2,0.1,0.2,0.1,0.0,0.0,18.5,16.3,17.4,290.0,340.1,321.7,8.2,5.7,7.5,6,DST
3,Team,3.7,2.6,3.0,1.4,0.8,1.0,0.9,0.6,0.7,1.4,0.8,1.2,0.2,0.0,0.1,0.1,0.0,0.0,25.3,20.9,22.5,302.0,328.8,318.2,9.1,6.3,7.4,6,DST
4,Rams,3.6,2.4,3.0,1.5,0.8,1.0,0.8,0.5,0.6,1.1,0.8,0.9,0.2,0.1,0.1,0.1,0.0,0.0,24.3,19.3,22.3,304.0,355.7,337.7,9.4,6.1,7.1,6,DST
5,Giants,3.5,2.6,3.0,1.3,0.8,1.0,0.7,0.5,0.6,1.0,0.8,0.9,0.2,0.1,0.2,0.1,0.0,0.0,21.5,18.4,20.2,263.0,334.1,309.2,8.1,6.2,7.1,6,DST
6,Steelers,3.7,2.5,2.9,1.2,0.9,1.0,0.8,0.4,0.6,1.2,0.8,0.9,0.2,0.0,0.1,0.1,0.0,0.0,27.2,18.1,21.2,316.0,343.8,332.0,8.4,6.3,7.0,6,DST
7,Chiefs,3.0,2.6,2.8,1.1,0.8,0.9,0.8,0.5,0.6,1.1,0.8,0.9,0.2,0.1,0.2,0.0,0.0,0.0,26.3,21.4,23.5,351.8,388.0,372.6,7.8,6.2,6.9,6,DST
8,Titans,3.3,2.7,3.0,1.2,0.7,0.9,0.7,0.4,0.5,0.8,0.5,0.7,0.2,0.1,0.1,0.1,0.0,0.0,24.3,19.0,21.2,353.9,365.7,360.2,7.8,6.7,6.7,6,DST
9,Dolphins,2.7,2.1,2.5,1.5,0.7,1.0,0.6,0.4,0.5,1.1,0.7,0.9,0.2,0.1,0.2,0.1,0.0,0.0,23.0,18.4,20.2,315.0,333.7,324.3,8.1,5.7,6.7,6,DST
