,Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier,FPTS,%Drafted,Real_Value
0,Ryan Fitzpatrick,MIA,QB,5900.0,Ryan Fitzpatrick (15607545),23.57,16.792,21.41,25.773,14.952,18.91,22.738000000000003,16.152,19.91,23.538,351.357789423535,275.5721625408688,228.92173980522256,7,3,1,1,1,4,18.04,28.78,327.0509977827051
1,Matthew Stafford,DET,QB,6300.0,Matthew Stafford (15607542),19.04,17.772999999999996,22.585,26.779999999999994,16.087999999999994,19.81,23.88,16.787999999999997,20.31,23.88,354.47026388341874,278.94620323223376,235.25018670649743,2,1,2,1,1,2,13.32,21.19,472.97297297297297
2,Ryan Tannehill,TEN,QB,5900.0,Ryan Tannehill (15607546),23.22,16.304000000000002,20.295,23.290999999999997,15.104000000000001,18.77,20.946,16.104,19.47,21.446,361.874386653582,290.7119980290712,253.3167317848097,10,4,3,2,2,6,33.56,30.82,175.80452920143026
3,Gardner Minshew,JAC,QB,6400.0,Gardner Minshew II (15607541),21.85,18.56,21.459000000000003,23.64,16.01,18.754,20.790000000000006,17.01,19.554,21.49,344.8275862068965,298.2431613775105,270.72758037225043,5,3,4,2,2,5,20.12,0.38,318.0914512922465
4,Tom Brady,TB,QB,6500.0,Tom Brady (15607540),21.52,18.311,21.435,25.218,15.815999999999999,18.860000000000007,22.658,16.616,19.360000000000007,22.658,354.97788214734317,303.24236062514575,257.75239908002226,6,3,5,3,3,6,14.64,1.96,443.9890710382513
5,Kirk Cousins,MIN,QB,6100.0,Kirk Cousins (15607543),15.36,15.404000000000002,19.799000000000007,23.74,14.104000000000005,17.794000000000004,21.190000000000005,15.104000000000005,18.594000000000005,21.790000000000006,396.001038691249,308.09636850345964,256.9502948609941,12,4,6,3,3,7,29.72,5.05,205.24899057873486
6,Matt Ryan,ATL,QB,6600.0,Matt Ryan (15607538),17.84,18.26,21.022,24.378,15.36,17.432000000000002,20.678000000000004,16.360000000000007,18.232,21.278,361.44578313253015,313.95680715440966,270.73590942653215,9,3,7,3,3,6,34.64,0.27,190.5311778290993
7,Ben Roethlisberger,PIT,QB,6700.0,Ben Roethlisberger (15607537),21.21,17.785999999999994,21.329,24.651999999999997,15.216,18.374,21.462000000000003,16.215999999999998,19.174000000000003,22.162000000000006,376.7007758911504,314.1263069060903,271.7832224565958,8,3,8,3,3,6,10.98,1.79,610.2003642987249
8,Daniel Jones,NYG,QB,5400.0,Daniel Jones (15607553),11.89,13.332,17.14,20.59,11.332000000000004,15.34,18.94,12.532000000000002,16.34,19.74,405.040504050405,315.05250875145856,262.2632345798932,14,5,9,3,3,8,14.88,0.1,362.9032258064516
9,Deshaun Watson,HOU,QB,7000.0,Deshaun Watson (15607536),21.87,17.596999999999994,22.090999999999994,25.250000000000004,14.932,19.496,22.8,16.131999999999998,20.396,23.500000000000004,397.79507870659785,316.8711239871442,277.22772277227716,4,2,10,3,2,5,35.0,1.53,200.0
10,Joe Burrow,CIN,QB,5400.0,Joe Burrow (15607554),18.93,12.788,16.805999999999997,20.450999999999997,11.388,15.236000000000002,18.956,12.388,16.035999999999998,19.456,422.2708789490147,321.3138164941093,264.0457679331085,15,6,11,4,4,10,20.72,0.05,260.6177606177606
11,Cam Newton,NE,QB,6500.0,Cam Newton (15607539),25.49,12.98,19.974000000000004,29.157999999999994,11.88,19.074,27.148000000000003,12.78,19.774000000000004,27.148000000000003,500.77041602465334,325.4230499649544,222.923382948076,11,4,12,4,4,8,20.48,3.98,317.3828125
12,Aaron Rodgers,GB,QB,7500.0,Aaron Rodgers (15607535),27.52,18.659000000000002,22.178,25.88,16.954,19.718,22.78,17.554000000000002,20.118,22.78,401.9508012219305,338.17296419875555,289.7990726429676,3,2,13,5,2,7,5.8,1.74,1293.103448275862
13,Lamar Jackson,BAL,QB,7700.0,Lamar Jackson (15607534),20.15,15.482000000000001,22.686000000000003,28.594,14.382000000000005,21.986000000000004,28.494000000000003,15.182,22.486000000000004,28.494000000000003,497.35176333807004,339.41638014634566,269.28726306218084,1,1,14,5,1,6,31.24,1.79,246.47887323943664
14,Teddy Bridgewater,CAR,QB,6000.0,Teddy Bridgewater (15607544),19.94,13.72,17.384999999999998,20.717,11.97,15.460000000000004,18.652,12.97,16.26,19.252,437.31778425655966,345.1251078515962,289.6172225708356,13,5,15,5,5,10,11.44,0.12,524.4755244755245
15,Nick Foles,CHI,QB,5800.0,Nick Foles (15607548),14.57,12.6,16.637999999999998,20.29,11.2,15.327999999999996,18.44,12.3,16.227999999999998,19.14,460.3174603174603,348.59959129703094,285.85510103499263,17,6,16,6,6,12,17.32,0.09,334.87297921478057
16,Carson Wentz,PHI,QB,5600.0,Carson Wentz (15607550),19.14,12.12,15.97,21.644,10.52,14.32,18.864000000000004,11.72,15.22,19.564000000000004,462.04620462046205,350.65748278021294,258.73221216041395,19,7,17,6,6,13,30.42,0.1,184.08941485864563
17,Philip Rivers,IND,QB,5900.0,Philip Rivers (15607547),12.64,12.544,16.693999999999996,19.619000000000007,11.344000000000001,15.114,17.814000000000007,12.344000000000001,16.014,18.514000000000006,470.3443877551021,353.4203905594825,300.72888526428454,16,6,18,6,6,12,28.74,0.02,205.28879610299236
