,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,7.3,5.9,6.5,93.2,71.3,79.5,1.0,0.5,0.7,0.0,0.1,0.0,13.7,10.1,11.9,6,TE
1,Mark Andrews,BAL,6.0,3.5,4.6,67.0,48.9,59.4,1.0,0.6,0.7,0.0,0.0,0.0,12.7,9.2,10.3,6,TE
2,George Kittle,SF,6.2,5.5,5.9,77.4,66.2,70.8,1.0,0.3,0.5,0.0,0.1,0.0,13.1,8.6,10.1,6,TE
3,Jonnu Smith,TEN,4.7,3.6,4.1,55.5,43.8,49.8,1.0,0.4,0.7,0.0,0.0,0.0,11.4,7.4,9.0,6,TE
4,Mike Gesicki,MIA,5.3,3.4,3.9,61.8,39.6,46.7,1.0,0.3,0.5,0.0,0.1,0.0,10.6,6.1,7.3,6,TE
5,Robert Tonyan,GB,4.3,2.2,3.2,55.8,24.2,39.1,1.0,0.1,0.5,0.0,0.0,0.0,10.7,4.2,6.7,6,TE
6,TJ Hockenson,DET,4.6,2.8,3.8,51.9,33.6,43.7,0.5,0.0,0.4,0.0,0.0,0.0,8.2,4.4,6.5,6,TE
7,Eric Ebron,PIT,5.3,3.5,4.1,60.5,40.2,46.8,0.4,0.0,0.3,0.0,0.1,0.0,7.2,4.5,6.1,6,TE
8,Evan Engram,NYG,5.4,3.8,4.6,60.6,39.5,48.6,0.4,0.0,0.2,0.0,0.0,0.0,7.8,5.5,6.0,6,TE
9,Tyler Higbee,LAR,4.8,2.7,3.6,58.7,30.5,39.7,0.4,0.0,0.2,0.0,0.0,0.0,8.1,4.2,5.3,6,TE
10,Hayden Hurst,ATL,4.0,3.0,3.5,47.0,35.4,40.7,0.3,0.0,0.2,0.0,0.0,0.0,6.2,4.0,5.3,6,TE
11,Jimmy Graham,CHI,4.1,2.9,3.6,48.0,29.9,37.4,0.5,0.0,0.2,0.0,0.0,0.0,6.1,4.2,5.1,6,TE
12,Rob Gronkowski,TB,3.2,2.5,2.8,49.8,31.0,38.2,0.4,0.0,0.2,0.0,0.0,0.0,6.1,3.9,4.9,6,TE
13,Noah Fant,DEN,2.8,2.8,2.8,34.0,34.0,34.0,0.2,0.2,0.2,0.0,0.0,0.0,4.6,4.6,4.6,6,TE
14,Dalton Schultz,DAL,5.0,2.0,3.1,55.3,24.1,35.6,0.3,0.0,0.2,0.0,0.2,0.1,5.6,3.0,4.5,6,TE
15,Trey Burton,IND,4.2,2.8,3.2,39.8,25.4,33.1,0.3,0.0,0.2,0.0,0.0,0.0,5.7,3.5,4.3,6,TE
16,Mo Alie-Cox,IND,1.3,1.3,1.3,23.7,23.7,23.7,0.3,0.3,0.3,0.0,0.0,0.0,4.2,4.2,4.2,6,TE
17,Darren Fells,HOU,3.4,1.9,2.7,35.7,21.4,28.9,0.3,0.0,0.2,0.0,0.0,0.0,4.8,3.5,4.1,6,TE
18,Tyler Eifert,JAC,3.2,2.0,2.7,37.7,17.0,29.2,0.4,0.0,0.2,0.0,0.0,0.0,5.4,1.7,4.0,6,TE
19,Logan Thomas,WAS,4.0,2.0,3.0,34.4,26.0,29.6,0.2,0.0,0.1,0.0,0.0,0.0,4.8,2.7,3.8,6,TE
20,Jordan Akins,HOU,2.6,2.6,2.6,30.2,30.2,30.2,0.1,0.1,0.1,0.0,0.0,0.0,3.6,3.6,3.6,6,TE
21,Irv Smith,MIN,4.0,1.7,2.7,46.0,18.4,28.6,0.3,0.0,0.1,0.0,0.0,0.0,4.6,2.6,3.6,6,TE
22,Kyle Rudolph,MIN,3.0,1.0,2.1,29.4,14.0,22.3,0.3,0.0,0.2,0.0,0.0,0.0,4.6,1.4,3.4,6,TE
23,Drew Sample,CIN,3.6,1.9,2.7,31.4,16.9,25.9,0.1,0.0,0.1,0.0,0.0,0.0,3.7,2.5,3.1,6,TE
24,Anthony Firkser,TEN,2.4,1.1,1.9,29.5,12.1,22.2,0.2,0.0,0.1,0.0,0.0,0.0,4.2,1.9,3.1,6,TE
25,Cameron Brate,TB,2.4,1.3,1.9,25.1,10.9,19.1,0.3,0.1,0.2,0.0,0.0,0.0,4.4,1.9,3.0,6,TE
26,Chris Herndon,NYJ,3.0,0.9,2.3,32.7,9.6,24.4,0.2,0.0,0.1,0.0,0.1,0.0,4.5,1.4,3.0,6,TE
27,Jack Doyle,IND,2.7,1.4,2.2,29.3,17.6,22.9,0.3,0.0,0.1,0.0,0.1,0.0,4.4,2.1,2.9,6,TE
28,Dan Arnold,ARI,3.0,1.4,1.9,31.0,17.0,22.6,0.2,0.0,0.1,0.0,0.0,0.0,3.2,2.5,2.9,6,TE
29,Ian Thomas,CAR,3.2,1.7,2.4,28.2,15.7,20.7,0.3,0.0,0.1,0.0,0.0,0.0,4.3,1.7,2.8,6,TE
