QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Salary,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Draft Kings_MIN_Rank,Draft Kings_MID_Rank,Draft Kings_MAX_Rank,Raw Rank,Final Rank
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49600.0,105.13557142857144,144.06471428571427,188.26442857142857,156,92,65,313,79
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49800.0,112.56057142857144,144.06471428571427,179.18942857142858,25,93,236,354,110
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49500.0,111.81342857142856,144.05757142857144,181.99085714285718,45,94,209,348,107
Matthew Stafford (15607542),Derrick Henry (15607597),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49500.0,111.36657142857142,144.04571428571433,179.91142857142856,53,95,235,383,135
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49500.0,104.99057142857143,144.0247142857143,188.28442857142855,157,96,63,316,84
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),50000.0,103.49557142857142,144.0247142857143,191.90942857142855,176,97,9,282,60
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),49700.0,105.66057142857143,144.01471428571432,184.28442857142855,141,98,166,405,154
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),49600.0,112.53342857142856,144.00757142857142,180.14585714285715,28,99,234,361,115
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49500.0,105.63342857142857,143.95757142857144,185.24085714285715,144,100,144,388,139
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49500.0,110.48442857142857,143.94857142857143,184.95785714285716,72,101,151,324,89
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Adam Thielen (15607807),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Antonio Gibson (15607625),Vikings  (15608300),49700.0,111.15442857142857,143.93857142857144,180.95785714285716,58,102,225,385,138
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Kenny Golladay (15607831),Adam Thielen (15607807),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49700.0,111.34442857142857,143.9085714285714,185.18785714285715,54,103,147,304,75
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49700.0,105.16442857142857,143.8085714285714,188.43785714285715,154,104,57,315,83
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Adam Thielen (15607807),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49900.0,105.83442857142857,143.79857142857142,184.43785714285715,136,105,164,405,155
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Vikings  (15608300),49600.0,113.36942857142856,143.75857142857143,182.29285714285714,5,106,203,314,81
Matthew Stafford (15607542),Derrick Henry (15607597),Mike Davis (15607603),Adam Thielen (15607807),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),49700.0,109.71157142857143,143.72571428571428,182.28642857142856,81,107,204,392,143
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49600.0,112.82942857142856,143.7185714285714,179.05785714285716,16,108,238,362,116
Matthew Stafford (15607542),Mike Davis (15607603),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),49800.0,103.76442857142857,143.67857142857144,191.77785714285716,171,109,10,290,66
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Eric Ebron (15608131),Alexander Mattison (15607599),Vikings  (15608300),49500.0,105.92942857142856,143.66857142857143,184.15285714285716,134,110,170,414,164
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49500.0,110.47557142857144,143.6647142857143,185.25942857142857,73,111,143,327,92
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Mike Davis (15607603),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Vikings  (15608300),49500.0,111.11842857142857,143.5975714285714,182.21585714285715,60,112,206,378,133
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Adam Thielen (15607807),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),49900.0,104.39157142857144,143.5857142857143,185.76642857142855,165,113,128,406,156
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Devonta Freeman (15607639),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49500.0,111.30842857142856,143.5675714285714,186.44585714285716,57,114,108,279,57
Matthew Stafford (15607542),Derrick Henry (15607597),Devonta Freeman (15607639),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Dolphins  (15608293),49600.0,111.92657142857142,143.54571428571427,183.62142857142857,42,115,181,338,100
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Dolphins  (15608293),49600.0,105.17157142857143,143.53571428571428,188.69642857142856,152,116,51,319,86
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49900.0,109.66842857142856,143.5275714285714,190.09085714285715,85,117,31,233,35
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49700.0,105.15557142857145,143.52471428571425,188.73942857142856,155,118,50,323,88
Matthew Stafford (15607542),Derrick Henry (15607597),Devonta Freeman (15607639),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49600.0,111.38657142857143,143.5057142857143,180.38642857142858,52,119,233,404,153
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49600.0,104.63157142857143,143.4957142857143,185.46142857142857,161,120,138,419,166
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Devonta Freeman (15607639),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Vikings  (15608300),49700.0,112.55342857142855,143.4675714285714,180.62085714285718,26,121,228,375,126
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Terry McLaurin (15607841),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Vikings  (15608300),49700.0,105.79842857142856,143.4575714285714,185.69585714285716,138,122,133,393,145
Matthew Stafford (15607542),Mike Davis (15607603),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),50000.0,102.99157142857143,143.4557142857143,189.10642857142855,186,123,46,355,111
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49500.0,104.48657142857142,143.4557142857143,185.48142857142855,164,124,137,425,168
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Alexander Mattison (15607599),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49600.0,105.65342857142856,143.41757142857142,185.71585714285715,142,125,132,399,150
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49900.0,107.39657142857143,143.36571428571426,187.41142857142856,116,126,85,327,93
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),50000.0,108.56342857142857,143.3275714285714,187.64585714285715,101,127,82,310,77
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Jonnu Smith (15608115),Jeff Smith (15608077),Dolphins  (15608293),49800.0,109.42157142857144,143.21571428571428,184.51642857142855,87,128,162,377,131
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49900.0,109.40557142857145,143.20471428571426,184.55942857142855,88,129,160,377,130
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49600.0,108.65842857142857,143.19757142857142,187.36085714285716,98,130,86,314,80
Matthew Stafford (15607542),Derrick Henry (15607597),Alexander Mattison (15607599),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49500.0,105.42442857142856,143.17857142857142,188.60785714285714,147,131,53,331,96
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49800.0,108.88157142857142,143.17571428571432,181.28142857142856,93,132,222,447,181
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),49800.0,102.50557142857144,143.1547142857143,189.65442857142855,202,133,36,371,122
Matthew Stafford (15607542),Mike Davis (15607603),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49900.0,103.78442857142856,143.13857142857142,192.25285714285715,170,134,8,312,78
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),49900.0,110.04842857142856,143.13757142857142,181.51585714285716,79,135,219,433,174
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),49700.0,101.98157142857144,143.1257142857143,186.37642857142853,210,136,111,457,185
Ryan Fitzpatrick (15607545),Antonio Gibson (15607625),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Adam Thielen (15607807),Vikings  (15608300),49900.0,110.23842857142857,143.10757142857142,185.74585714285715,76,137,130,343,105
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49800.0,103.14842857142858,143.0875714285714,186.61085714285716,183,138,105,426,170
Matthew Stafford (15607542),Antonio Gibson (15607625),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Jonnu Smith (15608115),Jeff Smith (15608077),Dolphins  (15608293),50000.0,104.10157142857143,143.0757142857143,187.99642857142854,168,139,71,378,132
Ryan Fitzpatrick (15607545),Antonio Gibson (15607625),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49800.0,103.33842857142857,143.05757142857144,190.84085714285715,180,140,25,345,106
Matthew Stafford (15607542),Antonio Gibson (15607625),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),50000.0,103.56157142857143,143.03571428571428,184.76142857142855,173,141,156,470,198
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49800.0,107.88557142857144,142.9747142857143,184.68942857142858,107,142,158,407,157
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),50000.0,102.67942857142857,142.9385714285714,189.80785714285713,192,143,33,368,120
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Dolphins  (15608293),49900.0,108.60557142857144,142.9247142857143,182.84442857142855,100,144,198,442,180
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),49800.0,101.70557142857143,142.87471428571428,187.93942857142855,220,145,73,438,177
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),49700.0,109.67442857142856,142.85857142857142,184.42785714285714,84,146,165,395,147
Ryan Fitzpatrick (15607545),Antonio Gibson (15607625),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),50000.0,102.56557142857143,142.8347142857143,188.16942857142854,196,147,68,411,163
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Kenny Golladay (15607831),Adam Thielen (15607807),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),50000.0,107.41657142857144,142.8257142857143,187.88642857142855,115,148,75,338,101
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Alexander Mattison (15607599),Vikings  (15608300),49600.0,102.77442857142856,142.80857142857144,189.52285714285716,190,149,37,376,128
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Adam Thielen (15607807),Tyler Boyd (15607839),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),50000.0,108.05942857142857,142.75857142857143,184.84285714285716,105,150,153,408,159
Matthew Stafford (15607542),Mike Davis (15607603),Alexander Mattison (15607599),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Dolphins  (15608293),50000.0,101.23657142857144,142.72571428571428,191.13642857142855,228,151,19,398,149
Matthew Stafford (15607542),Antonio Gibson (15607625),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Vikings  (15608300),49900.0,104.35442857142857,142.7185714285714,187.90785714285715,167,152,74,393,144
Matthew Stafford (15607542),Derrick Henry (15607597),Antonio Gibson (15607625),Kenny Golladay (15607831),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Dolphins  (15608293),49500.0,111.08157142857144,142.71571428571428,181.34642857142856,62,153,220,435,175
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49800.0,108.82342857142856,142.6975714285714,187.81585714285717,95,154,80,329,94
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Dolphins  (15608293),49900.0,109.44157142857142,142.67571428571426,184.99142857142854,86,155,150,391,142
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49700.0,108.67842857142857,142.6575714285714,187.83585714285715,97,156,79,332,97
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Alexander Mattison (15607599),Vikings  (15608300),49700.0,101.92342857142859,142.6475714285714,192.91085714285714,214,157,3,374,124
Matthew Stafford (15607542),Mike Davis (15607603),Devonta Freeman (15607639),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49700.0,108.23157142857144,142.6457142857143,185.75642857142856,103,158,129,390,141
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49900.0,108.90157142857143,142.6357142857143,181.75642857142856,91,159,217,467,191
Matthew Stafford (15607542),Mike Davis (15607603),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49700.0,101.47657142857145,142.6357142857143,190.83142857142855,223,160,26,409,160
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Terry McLaurin (15607841),Davante Adams (15607803),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49600.0,108.15442857142855,142.62857142857143,184.55785714285713,104,161,161,426,169
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Devonta Freeman (15607639),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),49800.0,109.39842857142857,142.6075714285714,185.99085714285715,89,162,124,375,125
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Jonnu Smith (15608115),Tyler Boyd (15607839),Vikings  (15608300),50000.0,110.06842857142857,142.5975714285714,181.99085714285715,78,163,210,451,184
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),49800.0,102.64342857142857,142.5975714285714,191.06585714285714,194,164,22,380,134
Matthew Stafford (15607542),Mike Davis (15607603),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49600.0,101.33157142857144,142.59571428571428,190.85142857142856,226,165,24,415,165
Ryan Fitzpatrick (15607545),Derrick Henry (15607597),Antonio Gibson (15607625),Adam Thielen (15607807),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49500.0,104.80842857142858,142.5875714285714,183.44085714285717,160,166,184,510,217
Matthew Stafford (15607542),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Eric Ebron (15608131),Alexander Mattison (15607599),Dolphins  (15608293),49800.0,102.00157142857142,142.5857142857143,186.85142857142856,208,167,100,475,202
Matthew Stafford (15607542),Mike Davis (15607603),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),49700.0,108.87442857142855,142.57857142857142,182.71285714285716,94,168,201,463,187
Matthew Stafford (15607542),Antonio Gibson (15607625),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Kenny Golladay (15607831),Jonnu Smith (15608115),Tyler Boyd (15607839),Vikings  (15608300),49900.0,110.27442857142856,142.57857142857142,186.17785714285714,74,169,119,362,117
Ryan Fitzpatrick (15607545),Antonio Gibson (15607625),Devonta Freeman (15607639),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),50000.0,110.25842857142857,142.5675714285714,186.22085714285714,75,170,116,361,114
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49700.0,102.49842857142858,142.5575714285714,191.08585714285715,203,171,21,395,148
Ryan Fitzpatrick (15607545),Antonio Gibson (15607625),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),50000.0,103.50342857142857,142.5575714285714,191.29585714285713,175,172,17,364,118
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Antonio Gibson (15607625),Davante Adams (15607803),Jeff Smith (15608077),Tyler Boyd (15607839),Jonnu Smith (15608115),Alexander Mattison (15607599),Vikings  (15608300),49900.0,103.16842857142856,142.54757142857142,187.08585714285715,182,173,93,448,183
Matthew Stafford (15607542),Antonio Gibson (15607625),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Eric Ebron (15608131),Tyler Boyd (15607839),Vikings  (15608300),49900.0,109.73442857142857,142.53857142857143,182.94285714285715,80,174,194,448,182
Matthew Stafford (15607542),Mike Davis (15607603),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Jeff Smith (15608077),Jonnu Smith (15608115),Devonta Freeman (15607639),Vikings  (15608300),49600.0,101.97442857142856,142.5285714285714,187.80785714285713,211,175,81,467,192
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Alexander Mattison (15607599),Davante Adams (15607803),Adam Thielen (15607807),Jeff Smith (15608077),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49700.0,101.95842857142856,142.51757142857142,187.85085714285714,213,176,78,467,193
Ryan Fitzpatrick (15607545),Antonio Gibson (15607625),Alexander Mattison (15607599),Davante Adams (15607803),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49900.0,103.35842857142856,142.51757142857142,191.31585714285717,179,177,15,371,121
Matthew Stafford (15607542),Alexander Mattison (15607599),Devonta Freeman (15607639),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Jeff Smith (15608077),Dolphins  (15608293),49900.0,102.91157142857143,142.5057142857143,189.23642857142855,187,178,42,407,158
Matthew Stafford (15607542),Antonio Gibson (15607625),Alexander Mattison (15607599),Terry McLaurin (15607841),Davante Adams (15607803),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Vikings  (15608300),49800.0,102.83442857142856,142.48857142857142,188.03785714285715,188,179,70,437,176
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Devonta Freeman (15607639),Terry McLaurin (15607841),Kenny Golladay (15607831),Adam Thielen (15607807),Eric Ebron (15608131),Tyler Boyd (15607839),Dolphins  (15608293),49800.0,107.38057142857144,142.4847142857143,189.14442857142856,117,180,45,342,103
Ryan Fitzpatrick (15607545),Alexander Mattison (15607599),Devonta Freeman (15607639),Davante Adams (15607803),Kenny Golladay (15607831),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),50000.0,104.07842857142856,142.4675714285714,189.47085714285714,169,181,39,389,140
Matthew Stafford (15607542),Alexander Mattison (15607599),Devonta Freeman (15607639),Terry McLaurin (15607841),Davante Adams (15607803),Adam Thielen (15607807),Jonnu Smith (15608115),Jeff Smith (15608077),Vikings  (15608300),49900.0,103.55442857142856,142.43857142857144,186.19285714285715,174,182,118,474,200
Ryan Fitzpatrick (15607545),Mike Davis (15607603),Alexander Mattison (15607599),Terry McLaurin (15607841),Kenny Golladay (15607831),Tyler Boyd (15607839),Eric Ebron (15608131),Devonta Freeman (15607639),Dolphins  (15608293),49700.0,100.48057142857144,142.43471428571428,194.23942857142853,239,183,1,423,167
