,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Year,Position
132,Keith Smith,ATL,4.4,2.2,3.3,18.6,9.0,13.8,0.2,0.1,0.1,4.4,2.3,3.3,36.5,15.0,25.7,0.2,0.2,0.2,0.1,0.1,0.1,5.7,4.6,5.5,dynasty_draft,2021,RB
133,Kalen Ballage,PIT,11.9,2.1,7.0,47.1,8.5,27.8,0.4,0.0,0.2,2.5,1.0,1.8,17.6,5.7,11.7,0.1,0.0,0.0,0.1,0.1,0.1,9.3,2.1,5.3,dynasty_draft,2021,RB
134,Devine Ozigbo,JAC,8.1,1.2,4.7,34.9,5.3,20.1,0.2,0.0,0.1,4.5,0.9,2.7,34.1,6.3,20.2,0.2,0.0,0.1,0.1,0.1,0.1,9.1,1.6,5.1,dynasty_draft,2021,RB
135,Andy Janovich,CLE,2.0,0.0,1.0,8.5,0.0,4.3,0.0,0.0,0.0,4.1,3.9,4.0,35.8,31.1,33.5,0.2,0.2,0.2,0.0,0.0,0.0,5.7,4.6,4.9,dynasty_draft,2021,RB
136,Trenton Cannon,CAR,7.3,1.0,4.1,30.1,4.0,17.1,0.2,0.0,0.1,4.2,0.8,2.5,33.5,4.9,19.2,0.2,0.0,0.1,0.0,0.0,0.0,8.6,1.3,4.7,dynasty_draft,2021,RB
137,Ben Mason,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,27.7,27.7,27.7,0.2,0.2,0.2,0.0,0.0,0.0,4.1,4.1,4.1,dynasty_draft,2021,RB
138,Derek Watt,PIT,4.5,4.0,4.3,19.4,16.9,18.1,0.2,0.1,0.2,2.4,0.0,1.2,17.4,0.0,8.7,0.2,0.0,0.1,0.0,0.0,0.0,5.1,2.4,4.0,dynasty_draft,2021,RB
139,Nick Bellore,SEA,1.5,1.5,1.5,6.7,6.7,6.7,0.0,0.0,0.0,3.1,3.1,3.1,22.3,22.3,22.3,0.2,0.2,0.2,0.0,0.0,0.0,4.4,4.4,4.0,dynasty_draft,2021,RB
140,Michael Burton,KC,3.6,3.0,3.3,15.2,12.9,14.0,0.1,0.0,0.1,2.3,1.4,1.8,19.9,9.6,14.8,0.1,0.1,0.1,0.0,0.0,0.0,5.0,3.3,3.9,dynasty_draft,2021,RB
141,Antonio Williams,BUF,7.3,1.2,4.2,31.2,4.9,18.1,0.2,0.0,0.1,0.9,0.0,0.4,6.3,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.7,2.8,dynasty_draft,2021,RB
142,Elijhaa Penny,NYG,4.1,0.9,2.5,16.7,3.7,10.2,0.2,0.0,0.1,2.1,0.9,1.5,16.7,5.2,10.9,0.1,0.0,0.0,0.0,0.0,0.0,4.7,1.2,2.7,dynasty_draft,2021,RB
143,Khari Blasingame,TEN,1.0,0.0,0.5,4.2,0.0,2.1,0.0,0.0,0.0,3.7,0.9,2.3,33.0,5.7,19.3,0.2,0.0,0.1,0.0,0.0,0.0,4.5,1.4,2.7,dynasty_draft,2021,RB
144,Jakob Johnson,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.7,2.2,32.8,4.9,18.9,0.1,0.0,0.1,0.0,0.0,0.0,4.0,0.7,2.2,dynasty_draft,2021,RB
145,Dexter Williams,GB,4.1,2.3,3.2,17.4,9.9,13.6,0.1,0.0,0.1,0.9,0.0,0.4,6.2,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.3,2.0,dynasty_draft,2021,RB
146,Dontrell Hilliard,HOU,1.7,1.7,1.7,7.1,7.1,7.1,0.0,0.0,0.0,0.9,0.9,0.9,6.4,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,1.4,dynasty_draft,2021,RB
147,Taiwan Jones,BUF,1.1,1.1,1.1,4.7,4.7,4.7,0.0,0.0,0.0,0.9,0.9,0.9,7.1,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.2,dynasty_draft,2021,RB
148,Patrick Laird,MIA,1.3,1.3,1.3,5.7,5.7,5.7,0.0,0.0,0.0,0.9,0.9,0.9,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.1,dynasty_draft,2021,RB
149,Josh Adams,NYJ,1.1,1.1,1.1,4.6,4.6,4.6,0.0,0.0,0.0,0.9,0.9,0.9,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.1,dynasty_draft,2021,RB
150,CJ Prosise,TB,0.9,0.9,0.9,3.6,3.6,3.6,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.1,dynasty_draft,2021,RB
151,Dwayne Washington,NO,0.9,0.9,0.9,3.8,3.8,3.8,0.0,0.0,0.0,0.9,0.9,0.9,6.7,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,dynasty_draft,2021,RB
152,Ryan Nall,CHI,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,dynasty_draft,2021,RB
153,LeVante Bellamy,DEN,1.0,1.0,1.0,4.4,4.4,4.4,0.0,0.0,0.0,0.9,0.9,0.9,5.7,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,dynasty_draft,2021,RB
154,Artavis Pierce,CHI,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,6.2,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,dynasty_draft,2021,RB
155,Adrian Killins,DEN,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,dynasty_draft,2021,RB
156,Nathan Cottrell,JAC,0.9,0.9,0.9,3.6,3.6,3.6,0.0,0.0,0.0,0.9,0.9,0.9,6.4,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,dynasty_draft,2021,RB
157,Jason Huntley,PHI,0.9,0.9,0.9,3.9,3.9,3.9,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,dynasty_draft,2021,RB
158,Damarea Crockett,DEN,1.0,1.0,1.0,4.2,4.2,4.2,0.0,0.0,0.0,0.9,0.9,0.9,5.7,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,dynasty_draft,2021,RB
159,Jason Cabinda,DET,0.8,0.8,0.8,3.5,3.5,3.5,0.0,0.0,0.0,1.0,1.0,1.0,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,dynasty_draft,2021,RB
160,Scottie Phillips,HOU,0.8,0.8,0.8,3.5,3.5,3.5,0.0,0.0,0.0,0.9,0.9,0.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.0,dynasty_draft,2021,RB
161,Taquan Mizzell,NYG,0.9,0.9,0.9,3.7,3.7,3.7,0.0,0.0,0.0,0.9,0.9,0.9,5.4,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,dynasty_draft,2021,RB
162,Cullen Gillaspia,NYG,0.9,0.9,0.9,3.7,3.7,3.7,0.0,0.0,0.0,0.9,0.9,0.9,5.2,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,dynasty_draft,2021,RB
163,Alfred Morris,NYG,0.9,0.9,0.9,3.5,3.5,3.5,0.0,0.0,0.0,0.9,0.9,0.9,5.2,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.9,dynasty_draft,2021,RB
