,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Davante Adams,GB,9.0,7.6,8.1,112.0,95.3,102.8,1.2,0.8,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,17.2,14.5,16.0,14,WR
1,Tyreek Hill,KC,6.4,5.7,6.0,105.0,82.2,92.7,1.0,0.6,0.8,1.4,0.8,1.0,10.7,5.3,6.8,0.1,0.0,0.1,0.0,0.1,0.0,16.5,13.5,14.8,14,WR
2,DK Metcalf,SEA,6.0,4.9,5.3,106.0,81.8,89.1,1.0,0.5,0.7,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.1,16.6,11.4,13.1,14,WR
3,Calvin Ridley,ATL,7.0,5.4,5.9,92.0,79.0,83.5,1.0,0.5,0.7,0.3,0.0,0.2,2.2,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.0,15.2,11.0,12.4,14,WR
4,Adam Thielen,MIN,7.0,5.4,6.1,87.0,66.3,78.4,1.0,0.5,0.7,0.3,0.0,0.2,1.4,0.1,0.9,0.0,0.0,0.0,0.0,0.1,0.1,14.7,10.9,12.0,14,WR
5,Justin Jefferson,MIN,6.0,5.0,5.4,95.9,78.9,86.0,1.0,0.4,0.6,0.4,0.1,0.2,1.8,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,14.6,10.6,12.0,14,WR
6,AJ Brown,TEN,6.0,4.1,4.7,88.0,68.4,78.1,1.0,0.5,0.7,0.2,0.0,0.1,2.9,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.0,14.8,10.6,11.9,14,WR
7,Stefon Diggs,BUF,7.4,6.0,6.7,87.1,78.5,83.1,1.0,0.4,0.6,0.5,0.0,0.2,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,14.6,10.4,11.7,14,WR
8,Keenan Allen,LAC,8.0,5.9,7.1,93.0,71.5,83.3,1.0,0.4,0.6,0.3,0.0,0.1,1.9,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,15.3,10.0,11.7,14,WR
9,DeAndre Hopkins,ARI,7.4,5.2,6.6,89.9,73.7,82.4,1.0,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,14.5,9.9,11.6,14,WR
10,Brandin Cooks,HOU,7.0,5.0,5.6,86.0,72.7,79.2,1.0,0.3,0.5,0.5,0.2,0.3,2.7,0.1,1.5,0.0,0.0,0.0,0.0,0.1,0.0,14.6,9.7,10.8,14,WR
11,Robby Anderson,CAR,7.0,5.7,6.1,92.0,73.5,79.3,1.0,0.3,0.5,0.2,0.0,0.1,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,15.2,9.2,10.8,14,WR
12,Terry McLaurin,WAS,6.3,5.0,5.8,87.1,71.3,79.7,1.0,0.3,0.5,0.3,0.1,0.2,2.0,1.3,1.5,0.0,0.0,0.0,0.0,0.1,0.0,14.5,9.4,10.8,14,WR
13,Allen Robinson,CHI,7.0,5.4,6.2,83.0,69.3,74.9,1.0,0.4,0.5,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,14.3,9.6,10.7,14,WR
14,Corey Davis,TEN,5.3,4.4,4.9,85.6,61.5,71.7,1.0,0.4,0.6,0.2,0.0,0.1,1.6,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,12.8,8.6,10.6,14,WR
15,Robert Woods,LAR,6.6,5.1,5.8,83.4,61.1,70.2,1.0,0.2,0.4,1.6,0.8,1.2,10.0,4.7,7.2,0.1,0.1,0.1,0.0,0.1,0.1,14.0,9.2,10.5,14,WR
16,Michael Thomas,NO,7.1,5.4,6.1,86.0,63.7,74.1,1.0,0.4,0.5,0.1,0.0,0.0,0.3,-0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,14.6,8.6,10.2,14,WR
17,Diontae Johnson,PIT,7.2,5.5,6.3,88.0,58.3,70.9,1.0,0.4,0.5,0.3,0.1,0.2,2.9,0.3,1.3,0.0,0.0,0.0,0.0,0.2,0.1,14.8,8.4,10.1,14,WR
18,Mike Evans,TB,5.0,3.9,4.6,75.8,55.3,63.9,1.0,0.4,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,7.9,10.1,14,WR
19,Chris Godwin,TB,6.0,5.1,5.5,76.7,63.4,69.8,1.0,0.4,0.5,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,13.3,8.5,10.0,14,WR
20,Marvin Jones,DET,6.0,3.6,4.8,81.0,51.6,65.4,1.0,0.4,0.6,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,7.5,10.0,14,WR
21,Amari Cooper,DAL,6.0,4.8,5.4,78.7,54.0,68.8,1.0,0.3,0.5,0.3,0.1,0.2,2.0,0.6,1.4,0.0,0.0,0.0,0.0,0.1,0.0,13.7,7.5,9.9,14,WR
22,Tyler Lockett,SEA,6.0,5.0,5.6,80.7,64.0,70.6,0.6,0.0,0.4,0.6,0.0,0.3,4.3,0.0,1.3,0.0,0.0,0.0,0.0,0.1,0.0,11.0,6.4,9.8,14,WR
23,Deebo Samuel,SF,6.0,4.9,5.3,69.6,61.6,64.6,1.0,0.1,0.4,1.2,0.9,1.0,11.4,2.3,6.1,0.2,0.0,0.1,0.0,0.1,0.0,13.2,8.5,9.6,14,WR
24,Cooper Kupp,LAR,6.1,5.0,5.6,71.6,63.0,67.9,1.0,0.3,0.5,0.3,0.0,0.2,2.2,0.1,1.2,0.0,0.0,0.0,0.0,0.1,0.0,12.3,8.6,9.6,14,WR
25,Jarvis Landry,CLE,6.0,4.8,5.4,77.0,56.9,66.6,1.0,0.3,0.5,0.3,0.1,0.2,1.8,0.5,1.1,0.0,0.0,0.0,0.0,0.1,0.1,13.7,7.6,9.5,14,WR
26,DeVante Parker,MIA,5.7,4.1,4.9,73.5,55.1,65.5,1.0,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,7.9,9.4,14,WR
27,DJ Chark,JAC,5.2,4.5,4.8,66.0,60.0,62.5,1.0,0.3,0.5,0.1,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.6,8.2,9.1,14,WR
28,JuJu Smith-Schuster,PIT,6.2,5.0,5.4,67.8,46.5,58.4,1.0,0.3,0.5,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,12.5,6.5,8.6,14,WR
29,Curtis Samuel,CAR,6.0,4.3,5.0,66.0,44.9,54.8,0.4,0.0,0.2,2.0,1.3,1.8,15.4,8.7,11.2,0.2,0.1,0.1,0.0,0.1,0.0,10.3,7.9,8.5,14,WR
30,Tim Patrick,DEN,6.0,3.5,4.2,73.0,45.2,57.3,1.0,0.1,0.4,0.1,0.0,0.0,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,13.3,5.9,8.3,14,WR
31,Brandon Aiyuk,SF,5.0,3.0,4.3,67.6,45.0,58.5,0.4,0.0,0.3,1.2,0.2,0.6,6.0,1.3,2.8,0.1,0.0,0.0,0.0,0.1,0.0,9.3,4.5,8.2,14,WR
32,Cole Beasley,BUF,6.0,5.1,5.4,68.7,57.6,64.2,0.4,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,8.8,6.6,8.1,14,WR
33,Michael Pittman,IND,6.0,3.7,4.5,73.0,48.1,56.7,1.0,0.1,0.4,0.3,0.0,0.2,2.0,0.0,1.3,0.0,0.0,0.0,0.0,0.1,0.0,13.3,6.5,8.1,14,WR
34,Sterling Shepard,NYG,5.5,4.6,5.0,65.0,46.7,55.1,1.0,0.2,0.4,0.3,0.2,0.3,3.6,1.1,2.0,0.0,0.0,0.0,0.0,0.1,0.0,12.5,6.5,7.9,14,WR
