,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Bears,3.6,1.6,2.8,1.6,0.8,1.2,1.1,0.4,0.8,1.5,0.7,1.1,0.4,0.2,0.3,0.1,0.0,0.0,17.7,16.6,17.0,283.0,302.9,292.9,11.1,6.2,9.3,8,DST
1,Steelers,4.4,2.4,3.4,1.1,0.9,1.0,0.8,0.5,0.6,1.2,0.8,1.0,0.3,0.2,0.2,0.1,0.1,0.1,19.9,16.4,18.7,310.9,377.0,343.9,10.8,6.2,9.2,8,DST
2,Patriots,2.9,1.2,2.1,1.5,1.0,1.3,0.7,0.4,0.5,0.8,0.6,0.7,0.4,0.2,0.3,0.1,0.0,0.0,18.5,15.2,16.3,291.0,325.4,308.2,10.4,6.5,8.3,8,DST
3,Texans,3.1,1.5,2.4,1.3,0.8,1.1,0.8,0.5,0.7,1.1,0.8,1.0,0.3,0.2,0.2,0.1,0.0,0.0,21.2,17.7,19.2,274.0,334.2,304.1,9.4,5.6,8.3,8,DST
4,Eagles,2.5,1.8,2.2,1.2,1.0,1.1,1.1,0.5,0.7,1.5,0.8,1.2,0.3,0.2,0.2,0.0,0.0,0.0,20.0,17.1,18.4,307.5,356.0,331.7,8.5,8.0,8.1,8,DST
5,Cardinals,3.4,2.2,2.7,1.5,0.7,1.1,1.0,0.6,0.7,1.4,1.0,1.2,0.3,0.2,0.2,0.0,0.0,0.0,21.5,19.2,20.0,310.2,330.0,320.1,10.1,6.5,7.9,8,DST
6,Dolphins,2.9,2.3,2.6,1.7,0.7,1.2,1.0,0.5,0.7,1.4,0.8,1.1,0.4,0.2,0.2,0.0,0.0,0.0,28.2,23.9,26.1,371.6,404.0,387.8,10.4,6.4,7.8,8,DST
7,Rams,3.6,2.7,3.2,1.1,0.7,0.8,1.1,0.5,0.7,1.6,0.9,1.3,0.3,0.1,0.2,0.0,0.0,0.0,24.5,22.4,23.4,375.0,379.8,377.4,8.9,6.2,7.6,8,DST
8,49ers,2.8,1.1,2.2,1.7,0.6,1.0,0.8,0.3,0.6,1.1,0.5,0.8,0.3,0.1,0.2,0.0,0.0,0.0,21.3,18.2,19.7,279.0,313.4,296.2,9.3,4.0,7.5,8,DST
9,Bengals,2.8,1.9,2.3,1.4,1.0,1.2,0.9,0.4,0.6,0.9,0.6,0.8,0.3,0.2,0.2,0.0,0.0,0.0,25.8,23.0,24.5,408.9,413.0,410.9,8.1,6.0,7.4,8,DST
10,Chiefs,2.3,1.7,2.2,1.2,1.0,1.1,0.8,0.5,0.7,1.1,0.7,0.9,0.3,0.2,0.3,0.0,0.0,0.0,26.5,21.3,23.4,411.5,412.0,411.7,8.2,5.5,7.3,8,DST
11,Lions,3.7,2.6,3.0,1.2,0.6,0.8,1.1,0.5,0.8,1.0,0.8,0.9,0.2,0.1,0.2,0.1,0.0,0.1,29.0,22.8,24.9,349.0,417.0,383.0,8.4,5.9,7.3,8,DST
12,Team,2.9,2.4,2.7,0.9,0.6,0.8,1.1,0.6,0.8,1.5,0.9,1.2,0.3,0.2,0.2,0.0,0.0,0.0,21.8,19.5,20.9,340.0,379.6,359.8,8.2,6.3,7.1,8,DST
13,Ravens,3.0,2.3,2.6,1.2,0.8,1.0,0.7,0.5,0.6,1.0,0.8,0.9,0.3,0.1,0.2,0.0,0.0,0.0,21.0,19.5,20.0,295.0,334.0,314.5,8.5,6.4,7.1,8,DST
14,Colts,2.4,1.8,2.2,1.0,0.8,0.9,1.1,0.6,0.8,1.5,0.9,1.2,0.3,0.2,0.2,0.0,0.0,0.0,24.0,22.4,23.1,334.0,376.6,355.3,7.6,6.9,7.0,8,DST
15,Panthers,2.6,2.0,2.3,1.0,0.8,0.9,0.8,0.6,0.6,1.1,1.0,1.1,0.3,0.1,0.2,0.0,0.0,0.0,24.6,23.5,23.9,362.0,372.6,367.3,7.5,6.3,6.7,8,DST
16,Saints,2.6,1.9,2.4,1.1,0.5,0.8,0.9,0.5,0.7,1.2,0.8,1.0,0.3,0.1,0.2,0.0,0.0,0.0,28.8,23.1,26.0,353.0,416.4,384.7,7.1,4.8,6.6,8,DST
17,Packers,3.0,1.8,2.3,0.9,0.7,0.8,1.0,0.4,0.7,1.4,0.6,1.0,0.3,0.1,0.2,0.1,0.0,0.1,35.4,32.0,33.5,409.0,443.0,426.0,7.5,3.4,6.6,8,DST
18,Browns,2.1,1.5,1.8,1.2,0.9,1.0,0.8,0.4,0.6,1.1,0.9,1.0,0.3,0.2,0.2,0.1,0.0,0.1,29.9,22.6,26.9,355.7,383.0,369.3,7.1,5.9,6.5,8,DST
19,Seahawks,2.5,2.0,2.2,1.1,0.8,0.9,0.9,0.5,0.6,1.2,0.8,1.0,0.2,0.1,0.2,0.0,0.0,0.0,25.8,21.4,23.0,311.0,362.1,336.5,7.3,5.3,6.5,8,DST
20,Jaguars,3.0,1.6,2.4,1.0,0.5,0.7,1.1,0.4,0.7,1.5,0.8,1.2,0.2,0.1,0.2,0.0,0.0,0.0,24.0,17.9,21.8,332.6,333.0,332.8,7.7,4.8,6.3,8,DST
21,Raiders,2.0,1.4,1.6,1.3,0.8,1.0,0.8,0.5,0.6,1.1,0.7,0.9,0.3,0.1,0.2,0.1,0.0,0.1,30.6,27.0,28.5,411.9,427.0,419.4,7.4,3.6,6.3,8,DST
22,Buccaneers,2.2,1.6,1.9,0.9,0.8,0.9,0.9,0.5,0.7,1.3,0.7,1.0,0.2,0.1,0.2,0.0,0.0,0.0,29.3,27.8,28.7,373.0,405.4,389.2,6.7,4.5,6.2,8,DST
23,Jets,2.3,1.6,2.0,1.0,0.8,0.9,0.8,0.6,0.6,1.1,0.9,1.0,0.3,0.1,0.2,0.0,0.0,0.0,25.4,20.2,23.6,335.0,344.8,339.9,6.9,5.3,6.0,8,DST
24,Vikings,2.1,1.6,1.9,1.0,0.5,0.7,0.9,0.5,0.7,1.3,0.7,1.0,0.2,0.1,0.2,0.0,0.0,0.0,28.4,26.7,27.7,391.0,394.5,392.8,6.5,3.9,5.8,8,DST
25,Broncos,2.2,1.6,1.8,0.9,0.7,0.8,0.6,0.5,0.5,0.8,0.7,0.8,0.3,0.1,0.2,0.0,0.0,0.0,31.1,30.8,31.0,351.0,430.9,390.9,6.2,3.3,5.8,8,DST
26,Bills,2.7,1.3,1.8,1.0,0.5,0.8,1.0,0.5,0.7,1.4,0.9,1.2,0.2,0.1,0.2,0.0,0.0,0.0,30.4,29.3,29.7,366.0,391.2,378.6,6.3,4.9,5.7,8,DST
27,Giants,2.9,1.3,2.0,0.9,0.4,0.6,0.7,0.5,0.6,1.0,0.7,0.9,0.2,0.1,0.1,0.0,0.0,0.0,24.3,22.5,23.5,358.0,371.4,364.7,7.4,4.6,5.3,8,DST
