,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Saquon Barkley,NYG,17.0,15.6,16.3,82.2,65.0,70.6,0.7,0.0,0.4,7.0,5.7,6.2,55.0,45.6,49.7,1.0,0.2,0.4,0.0,0.2,0.1,18.9,14.9,16.7,8,RB
1,Kareem Hunt,CLE,18.2,14.7,16.7,85.0,65.8,77.7,1.0,0.6,0.8,4.1,2.2,3.2,36.8,24.0,29.8,0.4,0.0,0.2,0.0,0.1,0.1,18.0,15.3,16.4,8,RB
2,James Conner,PIT,20.3,16.0,18.0,88.0,60.8,74.0,1.0,0.8,0.9,6.0,2.7,4.3,36.1,28.0,32.8,0.2,0.0,0.1,0.2,0.3,0.2,18.5,15.2,16.2,8,RB
3,Joe Mixon,CIN,18.0,15.4,17.1,77.6,67.3,72.3,1.0,0.6,0.8,4.0,3.4,3.9,33.0,27.5,30.0,0.2,0.0,0.1,0.0,0.2,0.1,17.1,14.9,15.5,8,RB
4,Alvin Kamara,NO,13.0,9.9,11.1,60.0,42.0,48.8,1.0,0.4,0.6,6.0,5.2,5.8,59.6,48.9,55.1,0.3,0.0,0.2,0.0,0.1,0.1,17.0,14.4,14.9,8,RB
5,David Johnson,HOU,20.7,16.0,17.5,70.3,53.3,64.3,1.0,0.5,0.7,4.0,3.0,3.5,38.9,29.0,31.4,0.2,0.0,0.1,0.1,0.3,0.2,15.5,12.7,14.0,8,RB
6,James White,NE,11.1,8.8,9.7,46.0,35.0,40.1,0.4,0.0,0.2,6.0,4.8,5.6,53.9,36.0,45.2,1.0,0.3,0.5,0.0,0.1,0.1,14.0,12.3,13.0,8,RB
7,Phillip Lindsay,DEN,16.1,12.8,14.2,91.7,60.0,70.9,1.0,0.4,0.5,4.0,2.5,2.9,30.0,16.9,22.7,0.2,0.0,0.1,0.0,0.1,0.1,15.5,11.1,12.9,8,RB
8,Kerryon Johnson,DET,16.0,13.7,14.5,66.5,57.4,62.7,1.0,0.3,0.5,3.7,3.0,3.3,26.0,19.3,23.1,0.1,0.0,0.1,0.0,0.1,0.1,15.0,10.1,11.8,8,RB
9,Marlon Mack,IND,15.0,12.9,13.7,66.9,56.0,63.4,1.0,0.3,0.5,3.5,1.0,2.2,29.1,10.0,20.3,0.2,0.0,0.1,0.1,0.1,0.1,13.5,10.3,11.8,8,RB
10,Adrian Peterson,DET,19.0,14.5,16.2,75.0,60.0,66.5,1.0,0.3,0.5,3.1,1.0,1.8,28.9,10.0,18.1,0.1,0.0,0.0,0.0,0.3,0.1,14.5,10.0,11.6,8,RB
11,Christian McCaffrey,CAR,15.1,11.0,13.2,59.9,48.0,54.1,0.3,0.0,0.2,5.9,5.0,5.2,47.0,36.8,40.8,0.3,0.0,0.2,0.1,0.2,0.1,13.5,9.0,11.6,8,RB
12,Nick Chubb,CLE,16.1,13.4,14.9,77.2,60.0,68.9,1.0,0.4,0.6,2.5,1.0,1.4,14.1,5.0,9.3,0.0,0.0,0.0,0.1,0.1,0.1,12.5,9.9,11.3,8,RB
13,Tarik Cohen,CHI,7.5,6.0,6.9,35.0,25.0,29.8,0.4,0.0,0.2,7.0,4.4,5.3,55.0,39.7,47.2,1.0,0.1,0.4,0.0,0.2,0.1,14.0,9.5,11.0,8,RB
14,Lamar Miller,WAS,20.0,14.9,16.9,75.0,62.0,68.2,0.5,0.0,0.3,2.8,1.0,2.2,22.2,10.0,17.6,0.2,0.0,0.1,0.1,0.2,0.1,12.4,8.5,10.8,8,RB
15,Latavius Murray,NO,18.0,11.8,15.1,75.0,46.0,58.4,1.0,0.3,0.5,3.0,1.3,2.1,22.0,9.9,15.2,0.1,0.0,0.0,0.0,0.1,0.1,15.0,8.9,10.7,8,RB
16,Alex Collins,SEA,14.0,12.0,13.2,55.9,50.0,53.4,1.0,0.4,0.5,3.2,1.8,2.1,25.6,13.4,16.7,0.1,0.0,0.1,0.1,0.4,0.3,12.5,9.3,10.1,8,RB
17,Jordan Howard,PHI,15.4,13.0,14.2,63.7,50.0,56.3,1.0,0.3,0.5,2.1,1.0,1.5,15.1,10.0,12.1,0.1,0.0,0.0,0.1,0.3,0.2,12.0,8.6,9.9,8,RB
18,Chris Carson,SEA,15.4,12.4,14.3,69.9,55.3,63.0,0.4,0.0,0.3,2.1,1.0,1.6,18.6,10.0,15.2,0.1,0.0,0.1,0.0,0.3,0.1,11.2,7.5,9.6,8,RB
19,TJ Yeldon,BUF,10.0,6.7,8.3,40.0,27.1,34.0,1.0,0.1,0.3,4.1,3.1,3.9,36.3,25.7,31.2,0.3,0.0,0.1,0.0,0.1,0.1,13.0,7.2,9.0,8,RB
20,LeSean McCoy,TB,14.8,9.8,12.5,68.9,42.0,52.7,0.3,0.0,0.2,3.6,2.0,2.8,27.0,18.4,22.3,0.1,0.0,0.1,0.1,0.1,0.1,11.4,6.5,8.9,8,RB
21,Mark Ingram,BAL,13.8,9.0,11.2,49.6,35.0,44.0,0.5,0.0,0.3,3.3,1.0,2.4,25.0,10.0,18.1,0.1,0.0,0.1,0.1,0.2,0.2,10.2,4.5,8.3,8,RB
22,Chris Thompson,JAC,6.6,5.1,5.7,27.9,21.1,24.2,0.2,0.0,0.1,5.0,3.7,4.4,45.0,28.9,38.7,0.3,0.0,0.2,0.0,0.1,0.1,9.9,6.0,8.1,8,RB
23,Kenyan Drake,ARI,10.0,7.7,8.7,40.0,30.9,35.8,0.3,0.0,0.2,5.1,2.9,3.9,38.5,18.1,29.0,0.2,0.0,0.1,0.0,0.1,0.1,9.4,6.5,8.0,8,RB
24,Corey Clement,PHI,13.0,7.5,9.8,50.0,26.2,38.1,0.4,0.0,0.2,2.9,2.0,2.3,27.4,15.0,20.1,0.1,0.0,0.1,0.1,0.2,0.1,9.1,6.5,7.3,8,RB
25,Jalen Richard,LV,7.6,4.4,5.7,26.5,19.2,22.5,0.3,0.0,0.1,6.0,3.5,4.6,40.0,28.1,35.6,0.2,0.0,0.1,0.0,0.1,0.1,8.4,6.0,7.1,8,RB
26,Peyton Barber,WAS,12.5,7.5,10.7,51.8,27.8,43.7,0.3,0.0,0.2,2.0,0.8,1.4,20.0,6.1,12.0,0.1,0.0,0.0,0.1,0.1,0.1,8.4,5.4,6.8,8,RB
27,Kenjon Barner,TB,15.4,8.2,11.1,63.7,30.2,44.7,0.5,0.0,0.3,1.5,0.5,0.8,11.2,3.7,5.8,0.0,0.0,0.0,0.0,0.1,0.1,9.8,4.0,6.6,8,RB
28,Carlos Hyde,SEA,13.4,9.0,11.0,51.5,35.0,43.7,0.3,0.0,0.2,2.6,1.0,1.6,18.2,5.2,11.2,0.1,0.0,0.0,0.1,0.2,0.1,8.2,4.5,6.6,8,RB
29,Wendell Smallwood,PIT,10.2,7.7,9.0,46.1,30.0,36.7,0.2,0.0,0.1,3.0,1.6,2.3,25.0,12.6,18.7,0.1,0.0,0.1,0.1,0.2,0.1,7.7,5.5,6.5,8,RB
30,Devontae Booker,LV,8.3,4.3,6.6,41.7,20.0,28.5,0.3,0.0,0.2,3.5,2.0,2.7,31.2,20.0,24.5,0.1,0.0,0.1,0.0,0.1,0.1,9.7,4.0,6.5,8,RB
31,Aaron Jones,GB,10.3,3.4,8.2,53.3,18.3,39.1,0.4,0.0,0.2,2.2,0.6,1.5,20.0,4.7,12.4,0.1,0.0,0.0,0.1,0.1,0.1,9.5,5.5,6.4,8,RB
32,Duke Johnson,HOU,7.1,3.5,5.0,36.0,13.8,21.5,0.2,0.0,0.1,4.0,3.2,3.5,38.2,29.2,33.7,0.1,0.0,0.1,0.1,0.2,0.1,9.2,5.0,6.4,8,RB
