,Player,Salary,Position
88,Calvin Ridley,8500.0,WR
89,DK Metcalf,7800.0,WR
31,David Montgomery,7700.0,RB
90,Allen Robinson,7700.0,WR
32,Austin Ekeler,7600.0,RB
91,Keenan Allen,7500.0,WR
0,Justin Herbert,7400.0,QB
33,Jonathan Taylor,7300.0,RB
34,Miles Sanders,7000.0,RB
1,Jalen Hurts,7000.0,QB
35,James Robinson,6800.0,RB
92,Julio Jones,6800.0,WR
36,Ezekiel Elliott,6700.0,RB
93,Terry McLaurin,6700.0,WR
37,Antonio Gibson,6600.0,RB
94,Cooper Kupp,6600.0,WR
38,Tony Pollard,6500.0,RB
39,Cam Akers,6300.0,RB
95,Diontae Johnson,6300.0,WR
40,JK Dobbins,6200.0,RB
41,Clyde Edwards-Helaire,6000.0,RB
96,Chase Claypool,5900.0,WR
2,Matt Ryan,5800.0,QB
42,Le'Veon Bell,5800.0,RB
97,Marquise Brown,5700.0,WR
98,Amari Cooper,5700.0,WR
3,Philip Rivers,5600.0,QB
43,Melvin Gordon,5600.0,RB
99,Robby Anderson,5500.0,WR
4,Andy Dalton,5500.0,QB
100,Keke Coutee,5400.0,WR
44,Benny Snell,5300.0,RB
5,Tyrod Taylor,5300.0,QB
101,CeeDee Lamb,5300.0,WR
7,Gardner Minshew,5200.0,QB
6,Dwayne Haskins,5200.0,QB
102,Russell Gage,5100.0,WR
8,Drew Lock,5000.0,QB
9,Daniel Jones,5000.0,QB
45,Boston Scott,4900.0,RB
46,Giovani Bernard,4800.0,RB
103,Rashard Higgins,4800.0,WR
174,Noah Fant,4800.0,TE
11,Ryan Finley,4800.0,QB
10,Brett Rypien,4800.0,QB
12,Ben DiNucci,4800.0,QB
175,Hunter Henry,4700.0,TE
47,Todd Gurley,4700.0,RB
104,Tee Higgins,4700.0,WR
13,Garrett Gilbert,4700.0,QB
105,Jalen Reagor,4600.0,WR
48,Ty Johnson,4500.0,RB
49,Devonta Freeman,4500.0,RB
50,Darrell Henderson,4500.0,RB
106,Mike Williams,4500.0,WR
107,Jamison Crowder,4500.0,WR
15,John Wolford,4500.0,QB
14,PJ Walker,4500.0,QB
16,Will Grier,4300.0,QB
17,Jake Luton,4300.0,QB
18,Matt Schaub,4200.0,QB
108,Michael Pittman,4200.0,WR
51,Darrel Williams,4200.0,RB
109,Michael Gallup,4100.0,WR
20,Trace McSorley,4100.0,QB
19,Tyler Huntley,4100.0,QB
52,Anthony McFarland,4100.0,RB
21,Geno Smith,4100.0,QB
83,Xavier Jones,4000.0,RB
84,Raymond Calais,4000.0,RB
86,Rico Dowdle,4000.0,RB
82,Travis Homer,4000.0,RB
85,Jason Huntley,4000.0,RB
80,Artavis Pierce,4000.0,RB
87,Sewo Olonilua,4000.0,RB
112,Greg Ward,4000.0,WR
111,Darnell Mooney,4000.0,WR
110,Tyron Johnson,4000.0,WR
81,DeeJay Dallas,4000.0,RB
63,Kalen Ballage,4000.0,RB
79,Ryan Nall,4000.0,RB
29,Joe Burrow,4000.0,QB
57,Derek Watt,4000.0,RB
56,Bryce Love,4000.0,RB
55,Mike Warren,4000.0,RB
54,Reggie Bonnafon,4000.0,RB
53,Rodney Smith,4000.0,RB
30,Dak Prescott,4000.0,QB
28,Clayton Thorson,4000.0,QB
78,Ryquell Armstead,4000.0,RB
27,James Morgan,4000.0,QB
26,Easton Stick,4000.0,QB
25,Jacob Eason,4000.0,QB
24,Josh Dobbs,4000.0,QB
23,Kyle Allen,4000.0,QB
22,Steven Montez,4000.0,QB
59,Brian Hill,4000.0,RB
60,Ito Smith,4000.0,RB
61,Qadree Ollison,4000.0,RB
62,Keith Smith,4000.0,RB
77,Nathan Cottrell,4000.0,RB
76,Devine Ozigbo,4000.0,RB
75,Scottie Phillips,4000.0,RB
74,CJ Prosise,4000.0,RB
73,Trayveon Williams,4000.0,RB
72,Eli Penny,4000.0,RB
71,Dion Lewis,4000.0,RB
70,Justice Hill,4000.0,RB
69,D'Ernest Johnson,4000.0,RB
68,La'Mical Perine,4000.0,RB
67,Royce Freeman,4000.0,RB
66,Gabe Nabers,4000.0,RB
65,Justin Jackson,4000.0,RB
64,Joshua Kelley,4000.0,RB
58,Darwin Thompson,4000.0,RB
113,Darius Slayton,3800.0,WR
115,Donovan Peoples-Jones,3700.0,WR
114,Jerry Jeudy,3700.0,WR
116,Laviska Shenault,3700.0,WR
117,Denzel Mims,3600.0,WR
118,Travis Fulgham,3500.0,WR
176,Austin Hooper,3500.0,TE
177,Hayden Hurst,3400.0,TE
227,Chargers,3300.0,DST
119,KJ Hamler,3200.0,WR
120,Jalen Guyton,3200.0,WR
178,Dalton Schultz,3200.0,TE
121,Mecole Hardman,3100.0,WR
122,Miles Boykin,3100.0,WR
164,Penny Hart,3000.0,WR
155,David Sills,3000.0,WR
154,CJ Board,3000.0,WR
156,Stanley Morgan,3000.0,WR
157,John Ross,3000.0,WR
158,Steven Mitchell,3000.0,WR
159,Isaiah Coulter,3000.0,WR
160,Will Fuller,3000.0,WR
161,Collin Johnson,3000.0,WR
162,Riley Ridley,3000.0,WR
163,Freddie Swain,3000.0,WR
170,JJ Arcega-Whiteside,3000.0,WR
165,Van Jefferson,3000.0,WR
166,Nsimba Webster,3000.0,WR
167,Trishton Jackson,3000.0,WR
168,Quez Watkins,3000.0,WR
169,John Hightower,3000.0,WR
152,Antoine Wesley,3000.0,WR
171,Noah Brown,3000.0,WR
172,Cedrick Wilson,3000.0,WR
179,Cole Kmet,3000.0,TE
180,Tyler Eifert,3000.0,TE
153,Austin Mack,3000.0,WR
173,Malik Turner,3000.0,WR
151,James Proche,3000.0,WR
136,Brandon Powell,3000.0,WR
150,Devin Duvernay,3000.0,WR
123,Steven Sims,3000.0,WR
124,Pharoh Cooper,3000.0,WR
126,Omar Bayless,3000.0,WR
127,Isaiah Wright,3000.0,WR
128,Antonio Gandy-Golden,3000.0,WR
129,Kelvin Harmon,3000.0,WR
130,Emanuel Hall,3000.0,WR
131,Ashton Dulin,3000.0,WR
132,DeMichael Harris,3000.0,WR
133,Dezmon Patmon,3000.0,WR
134,Parris Campbell,3000.0,WR
135,Byron Pringle,3000.0,WR
125,Keith Kirkwood,3000.0,WR
137,Christian Blake,3000.0,WR
148,Taywan Taylor,3000.0,WR
139,Olamide Zaccheaus,3000.0,WR
140,KJ Hill,3000.0,WR
141,Joe Reed,3000.0,WR
142,DaeSean Hamilton,3000.0,WR
143,Diontae Spencer,3000.0,WR
144,Tyrie Cleveland,3000.0,WR
145,Jeff Smith,3000.0,WR
146,Lawrence Cager,3000.0,WR
149,Dez Bryant,3000.0,WR
147,Marvin Hall,3000.0,WR
138,Laquon Treadwell,3000.0,WR
181,Drew Sample,2900.0,TE
208,Pharaoh Brown,2500.0,TE
209,Kahale Warring,2500.0,TE
210,James O'Shaughnessy,2500.0,TE
211,Eric Saubert,2500.0,TE
216,Darion Clark,2500.0,TE
212,Tyler Davis,2500.0,TE
213,Ben Ellefson,2500.0,TE
214,Josh Oliver,2500.0,TE
207,Mason Schreck,2500.0,TE
215,JP Holtz,2500.0,TE
222,Brycen Hopkins,2500.0,TE
217,Patrick Scales,2500.0,TE
218,Will Dissly,2500.0,TE
219,Colby Parkinson,2500.0,TE
220,Tyler Ott,2500.0,TE
221,Johnny Mundt,2500.0,TE
223,Joshua Perkins,2500.0,TE
224,Blake Bell,2500.0,TE
225,Sean McKeon,2500.0,TE
226,Blake Jarwin,2500.0,TE
205,Kaden Smith,2500.0,TE
206,Cethan Carter,2500.0,TE
191,Luke Stocker,2500.0,TE
204,Stephen Carlson,2500.0,TE
203,Harrison Bryant,2500.0,TE
182,Colin Thompson,2500.0,TE
183,Thaddeus Moss,2500.0,TE
184,Kevin Rader,2500.0,TE
185,Zach Gentry,2500.0,TE
186,Noah Togiai,2500.0,TE
187,Nick Keizer,2500.0,TE
188,Deon Yelder,2500.0,TE
189,James Winchester,2500.0,TE
190,Jaeden Graham,2500.0,TE
192,Donald Parham,2500.0,TE
193,Stephen Anderson,2500.0,TE
194,Virgil Green,2500.0,TE
195,Troy Fumagalli,2500.0,TE
196,Albert Okwuegbunam,2500.0,TE
197,Jake Butt,2500.0,TE
198,Austin Fort,2500.0,TE
199,Andrew Beck,2500.0,TE
200,Ryan Griffin,2500.0,TE
201,Trevon Wesco,2500.0,TE
202,Ross Travis,2500.0,TE
228,Cowboys,2400.0,DST
229,Falcons,1900.0,DST
