,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,7.0,4.8,5.9,80.7,68.1,75.8,1.0,0.4,0.7,0.0,0.1,0.0,14.0,9.2,11.4,8,TE
1,Zach Ertz,PHI,7.0,6.4,6.8,77.0,67.5,72.2,1.0,0.3,0.5,0.0,0.1,0.0,13.0,8.6,10.1,8,TE
2,George Kittle,SF,6.0,4.3,4.9,70.0,53.5,62.6,1.0,0.2,0.5,0.0,0.0,0.0,13.0,7.6,9.0,8,TE
3,Eric Ebron,PIT,5.0,3.8,4.2,58.3,45.0,50.3,1.0,0.5,0.6,0.0,0.1,0.0,10.5,7.9,8.7,8,TE
4,Jared Cook,NO,6.0,4.5,5.2,69.0,50.4,59.7,1.0,0.3,0.5,0.1,0.2,0.1,12.5,7.4,8.5,8,TE
5,David Njoku,CLE,5.0,4.1,4.6,60.0,45.1,52.3,1.0,0.3,0.5,0.0,0.1,0.0,12.0,6.3,8.2,8,TE
6,Jimmy Graham,CHI,5.0,3.8,4.3,60.0,39.3,48.9,1.0,0.3,0.5,0.0,0.1,0.1,12.0,5.6,7.6,8,TE
7,Rob Gronkowski,TB,5.6,3.2,4.3,69.6,38.0,56.2,0.5,0.0,0.3,0.0,0.2,0.1,9.4,5.5,7.4,8,TE
8,Trey Burton,IND,5.0,3.4,4.2,55.0,39.9,49.9,0.5,0.0,0.4,0.0,0.0,0.0,8.3,5.5,7.2,8,TE
9,Vance McDonald,PIT,4.0,3.0,3.6,54.6,32.1,40.8,1.0,0.2,0.4,0.0,0.2,0.1,10.0,4.6,6.6,8,TE
10,Kyle Rudolph,MIN,5.2,3.3,4.1,53.5,33.6,42.8,0.6,0.0,0.4,0.0,0.0,0.0,8.6,4.5,6.4,8,TE
11,OJ Howard,TB,4.0,3.0,3.5,57.6,43.3,47.3,0.4,0.0,0.3,0.0,0.0,0.0,7.6,4.5,6.3,8,TE
12,Jordan Reed,SF,6.0,3.7,4.6,57.6,39.3,46.7,0.4,0.0,0.2,0.0,0.1,0.0,8.2,5.0,6.0,8,TE
13,CJ Uzomah,CIN,4.1,2.4,3.4,44.0,25.5,36.6,0.4,0.0,0.3,0.0,0.1,0.0,6.7,4.0,5.4,8,TE
14,Evan Engram,NYG,5.4,3.0,3.7,51.7,30.0,38.8,0.3,0.0,0.2,0.0,0.0,0.0,7.1,3.0,5.3,8,TE
15,Greg Olsen,SEA,4.0,3.0,3.6,45.0,33.5,40.5,0.3,0.0,0.2,0.0,0.0,0.0,6.3,4.0,5.2,8,TE
16,Jack Doyle,IND,4.6,3.0,3.8,51.4,33.2,39.4,0.4,0.0,0.2,0.0,0.2,0.1,6.9,4.0,5.2,8,TE
17,Ricky Seals-Jones,KC,3.2,2.3,2.8,41.6,24.6,34.9,0.3,0.0,0.2,0.0,0.1,0.0,6.0,3.5,4.8,8,TE
18,Chris Herndon,NYJ,3.0,1.7,2.5,35.0,17.3,28.3,0.3,0.0,0.2,0.0,0.0,0.0,4.7,3.0,3.9,8,TE
19,Mike Gesicki,MIA,2.3,1.6,2.0,25.0,14.7,22.4,0.2,0.0,0.1,0.0,0.0,0.0,3.6,1.7,3.0,8,TE
20,Mark Andrews,BAL,1.9,1.4,1.7,25.5,15.0,19.7,0.2,0.1,0.2,0.0,0.0,0.0,3.9,2.1,2.9,8,TE
21,Cameron Brate,TB,2.4,1.0,1.7,27.0,10.0,19.0,0.3,0.0,0.2,0.0,0.1,0.1,4.5,1.0,2.8,8,TE
22,Jesse James,DET,2.2,1.0,1.8,24.6,10.0,19.8,0.3,0.0,0.1,0.0,0.0,0.0,4.1,1.0,2.8,8,TE
23,Gerald Everett,LAR,2.2,0.9,1.6,25.0,8.1,18.8,0.3,0.0,0.2,0.0,0.1,0.1,4.1,1.4,2.7,8,TE
24,Jordan Akins,HOU,2.1,1.1,1.7,24.0,11.9,18.6,0.2,0.0,0.1,0.0,0.0,0.0,3.6,1.8,2.6,8,TE
25,Nick Vannett,DEN,2.0,1.6,1.8,22.2,14.3,18.9,0.2,0.0,0.1,0.0,0.0,0.0,3.4,2.0,2.6,8,TE
26,Dallas Goedert,PHI,2.1,1.2,1.6,25.0,13.0,17.3,0.2,0.0,0.1,0.0,0.0,0.0,3.0,1.8,2.3,8,TE
27,Jason Croom,PHI,1.8,0.4,1.4,19.0,2.9,14.3,0.3,0.0,0.1,0.0,0.1,0.0,3.5,0.4,2.2,8,TE
28,Tyler Higbee,LAR,1.8,0.9,1.1,22.0,10.0,13.0,0.2,0.0,0.1,0.0,0.0,0.0,3.4,1.0,2.0,8,TE
