,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
1,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
2,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
3,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
4,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
5,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
6,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
7,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
8,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
9,Patrick Mahomes (11493344),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Antonio Brown (11493570),Willie Snead IV (11493650),Eric Ebron (11493820),Jalen Richard (11493442),Steelers  (11493982),144.124,144.124
