Player,Team,Position,Salary,Name + ID,AvgPointsPerGame,Draft Kings_MIN,Draft Kings_MID,Draft Kings_MAX,Dynasty_MIN,Dynasty_MID,Dynasty_MAX,Redraft_MIN,Redraft_MID,Redraft_MAX,Draft Kings Value_MAX,Draft Kings Value_MID,Draft Kings Value_MIN,Draft Kings_MID_Rank,Draft Kings_MID_Tier,Draft Kings Value_MID_Rank,Draft Kings Value_MID_Tier,Min_Tier,Add_Tier
Case Keenum,CLE,QB,4800.0,Case Keenum (16006125) (LOCKED),1.84,14.2,19.049000000000003,24.92,11.7,15.594,20.82,12.8,16.594,21.720000000000002,338.02816901408454,251.98173132447894,192.61637239165327,8,5,1,1,1,6
Jared Goff,LAR,QB,5900.0,Jared Goff (16006105) (LOCKED),18.33,19.345999999999997,22.897000000000006,27.79,16.575999999999997,19.632000000000005,23.990000000000002,17.575999999999997,20.432000000000006,24.59,304.9726041558979,257.6756780364239,212.3065851025549,3,3,2,1,1,4
Ben Roethlisberger,PIT,QB,6400.0,Ben Roethlisberger (16006103) (LOCKED),19.54,18.965999999999998,23.950000000000003,28.72,15.595999999999998,19.550000000000004,24.52,16.796,20.650000000000002,25.52,337.44595592112205,267.223382045929,222.84122562674096,2,2,3,2,2,4
Joe Flacco,NYJ,QB,4900.0,Joe Flacco (16006121) (LOCKED),11.55,15.339999999999998,18.247999999999998,22.188,13.639999999999999,15.587999999999996,19.028000000000002,14.639999999999999,16.488,19.828000000000003,319.426336375489,268.52257781674706,220.84009374436633,10,6,4,2,2,8
Mitchell Trubisky,CHI,QB,5700.0,Mitchell Trubisky (16006107) (LOCKED),16.95,16.1,20.966,26.449999999999996,14.599999999999998,19.445999999999998,25.0,15.7,20.146,25.0,354.0372670807453,271.8687398645426,215.50094517958416,5,4,5,2,2,6
Carson Wentz,PHI,QB,5400.0,Carson Wentz (16006110) (LOCKED),18.37,14.769999999999998,18.694000000000003,22.01,12.92,16.613999999999997,19.46,14.32,17.514,19.96,365.6059580230197,288.86273670696477,245.3430258973194,9,6,6,3,3,9
Alex Smith,WAS,QB,5200.0,Alex Smith (16006114) (LOCKED),10.44,13.910000000000002,17.246000000000002,20.86,13.110000000000001,16.376000000000005,19.61,13.71,16.776000000000003,19.61,373.83177570093454,301.5191928563145,249.28092042186003,11,7,7,4,4,11
Baker Mayfield,CLE,QB,6100.0,Baker Mayfield (16006104) (LOCKED),16.69,14.504000000000001,19.080999999999996,23.610000000000003,12.624,16.286,20.160000000000004,13.824000000000002,17.286,21.060000000000006,420.5736348593491,319.68974372412356,258.3650995340957,7,5,8,5,5,10
Patrick Mahomes,KC,QB,8500.0,Patrick Mahomes (16006097) (LOCKED),27.29,20.65,26.352,31.1,18.4,23.012000000000004,28.000000000000004,19.2,23.612000000000002,28.000000000000004,411.62227602905574,322.5561627200971,273.3118971061093,1,1,9,5,1,6
Deshaun Watson,HOU,QB,7600.0,Deshaun Watson (16006099) (LOCKED),25.3,14.649999999999999,22.131999999999998,28.770000000000007,12.4,19.142,24.770000000000003,14.100000000000001,20.241999999999997,25.470000000000006,518.7713310580206,343.3941803723116,264.1640597844977,4,3,10,6,3,9
Sam Darnold,NYJ,QB,5000.0,Sam Darnold (16006117) (LOCKED),12.19,10.85,13.749999999999998,16.97,8.95,12.249999999999998,14.87,10.55,13.45,15.770000000000001,460.82949308755764,363.6363636363637,294.63759575721866,12,8,11,7,7,15
Russell Wilson,SEA,QB,7300.0,Russell Wilson (16006101) (LOCKED),24.91,15.8,19.346000000000004,22.726,14.700000000000001,18.176000000000002,21.156000000000002,15.500000000000002,18.676000000000002,21.156000000000002,462.02531645569616,377.33898480306,321.2179882073396,6,5,12,8,5,13
Saquon Barkley,NYG,RB,4000.0,Saquon Barkley (16006294) (LOCKED),7.7,17.759999999999998,22.93,31.25,14.709999999999999,19.73,27.42,17.56,22.830000000000002,30.92,225.22522522522524,174.44395987788923,128.0,1,1,1,1,1,2
Tarik Cohen,CHI,RB,4000.0,Tarik Cohen (16006274) (LOCKED),5.83,11.270000000000001,16.5,24.4,8.870000000000001,13.750000000000002,20.9,11.07,16.400000000000002,24.4,354.924578527063,242.42424242424244,163.9344262295082,7,4,2,2,2,6
Phillip Lindsay,DEN,RB,4200.0,Phillip Lindsay (16006228) (LOCKED),6.27,12.49,15.76,25.125,11.14,14.209999999999999,21.37,12.39,15.66,23.37,336.26901521216973,266.497461928934,167.16417910447763,8,4,3,3,3,7
James Conner,PIT,RB,5800.0,James Conner (16006192) (LOCKED),13.52,16.080000000000002,20.780000000000005,26.61,14.430000000000001,18.430000000000003,22.21,15.780000000000003,20.580000000000005,25.21,360.6965174129353,279.11453320500476,217.9631717399474,2,2,4,3,2,5
Joe Mixon,CIN,RB,5500.0,Joe Mixon (16006200) (LOCKED),17.27,16.28,19.43,22.259999999999998,14.379999999999999,17.380000000000003,20.259999999999998,16.080000000000002,19.330000000000002,22.259999999999998,337.8378378378378,283.06742151312403,247.07996406109615,4,2,5,3,2,5
Marlon Mack,IND,RB,4000.0,Marlon Mack (16006336) (LOCKED),8.6,9.3,14.07,20.2,8.700000000000001,12.87,18.35,9.200000000000001,13.97,20.1,430.1075268817204,284.29282160625445,198.01980198019803,9,5,6,3,3,8
Kareem Hunt,CLE,RB,5900.0,Kareem Hunt (16006190) (LOCKED),14.43,14.68,19.849999999999998,25.43,13.48,18.15,22.630000000000003,14.58,19.75,24.68,401.9073569482289,297.22921914357687,232.0094376720409,3,2,7,4,2,6
Lamar Miller,WAS,RB,4000.0,Lamar Miller (16006348) (LOCKED),2.6,7.999999999999999,13.08,16.62,7.3,11.88,15.120000000000001,7.799999999999999,12.98,16.520000000000003,500.00000000000006,305.8103975535168,240.67388688327316,10,6,8,4,4,10
Chris Thompson,JAC,RB,4000.0,Chris Thompson (16006268) (LOCKED),7.1,8.600000000000001,12.390000000000002,15.29,6.65,10.090000000000003,12.79,8.500000000000002,12.290000000000003,15.29,465.11627906976736,322.84100080710243,261.6088947024199,11,6,9,5,5,11
