,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Jameis Winston (11493350),Isaiah Crowell (11493468),James Conner (11493400),Martavis Bryant (11493668),Emmanuel Sanders (11493590),Odell Beckham Jr. (11493578),Ricky Seals-Jones (11493842),Todd Gurley II (11493394),Steelers  (11493982),152.76600000000002,152.76600000000002
1,Jameis Winston (11493350),Todd Gurley II (11493394),Chris Carson (11493436),Emmanuel Sanders (11493590),A.J. Green (11493572),T.Y. Hilton (11493592),Ricky Seals-Jones (11493842),C.J. Uzomah (11493840),Steelers  (11493982),148.40599999999998,148.40599999999998
2,Jameis Winston (11493350),Todd Gurley II (11493394),Chris Carson (11493436),Jordy Nelson (11493632),Odell Beckham Jr. (11493578),A.J. Green (11493572),Ricky Seals-Jones (11493842),Chester Rogers (11493648),Bengals  (11493978),147.73600000000002,147.73600000000002
3,Jameis Winston (11493350),Phillip Lindsay (11493418),James Conner (11493400),Jordy Nelson (11493632),Odell Beckham Jr. (11493578),Antonio Brown (11493570),C.J. Uzomah (11493840),Chris Carson (11493436),Rams  (11493976),147.266,147.266
4,Jared Goff (11493351),Devontae Booker (11493470),James Conner (11493400),Jordy Nelson (11493632),Demaryius Thomas (11493622),T.Y. Hilton (11493592),David Njoku (11493826),Todd Gurley II (11493394),Steelers  (11493982),146.874,146.874
5,Andrew Luck (11493346),Isaiah Crowell (11493468),Devontae Booker (11493470),Emmanuel Sanders (11493590),Odell Beckham Jr. (11493578),Michael Crabtree (11493626),David Njoku (11493826),Todd Gurley II (11493394),Rams  (11493976),146.548,146.548
6,Jameis Winston (11493350),Phillip Lindsay (11493418),Todd Gurley II (11493394),Jordy Nelson (11493632),Demaryius Thomas (11493622),Antonio Brown (11493570),C.J. Uzomah (11493840),Chris Carson (11493436),Rams  (11493976),146.24599999999998,146.24599999999998
7,Andrew Luck (11493346),Phillip Lindsay (11493418),Todd Gurley II (11493394),Martavis Bryant (11493668),Emmanuel Sanders (11493590),Robert Woods (11493586),David Njoku (11493826),Chris Carson (11493436),Bengals  (11493978),145.958,145.958
8,Ben Roethlisberger (11493348),Isaiah Crowell (11493468),Devontae Booker (11493470),Odell Beckham Jr. (11493578),Antonio Brown (11493570),Robert Woods (11493586),C.J. Uzomah (11493840),James Conner (11493400),Bengals  (11493978),145.668,145.668
9,Andrew Luck (11493346),Duke Johnson Jr. (11493456),Todd Gurley II (11493394),Jordy Nelson (11493632),Odell Beckham Jr. (11493578),Demaryius Thomas (11493622),Ricky Seals-Jones (11493842),Robert Woods (11493586),Rams  (11493976),145.378,145.378
