,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Buccaneers,3.4,2.7,3.1,1.4,0.8,1.1,1.2,0.6,0.8,1.6,0.9,1.4,0.3,0.2,0.2,0.1,0.0,0.1,21.7,14.2,18.3,253.0,300.9,284.8,10.4,7.1,9.4,8,DST
1,Chiefs,3.5,2.7,3.2,2.0,0.9,1.3,0.7,0.4,0.5,1.1,0.8,0.9,0.3,0.2,0.2,0.0,0.0,0.0,18.4,13.1,15.3,257.0,315.8,290.2,10.8,6.8,9.1,8,DST
2,Eagles,3.7,2.9,3.2,1.1,0.9,1.0,1.0,0.5,0.7,1.4,0.9,1.1,0.3,0.2,0.2,0.1,0.0,0.0,23.9,16.0,19.5,319.7,365.0,336.7,10.7,7.0,8.7,8,DST
3,Ravens,2.7,1.3,2.2,1.0,0.8,0.9,1.2,0.5,0.8,1.6,0.9,1.3,0.2,0.0,0.1,0.1,0.0,0.1,23.3,16.8,19.7,312.0,377.4,354.0,7.9,6.4,7.5,8,DST
4,Bills,3.2,1.9,2.4,1.2,0.8,1.0,0.7,0.5,0.6,1.0,0.8,0.9,0.2,0.0,0.2,0.0,0.0,0.0,20.5,17.4,18.5,314.0,329.3,320.1,8.3,6.0,7.4,8,DST
5,Chargers,3.3,1.7,2.4,1.3,0.8,1.0,0.8,0.4,0.5,0.7,0.5,0.6,0.2,0.1,0.2,0.0,0.0,0.0,23.0,16.9,20.0,309.0,356.7,337.1,7.2,5.8,7.4,8,DST
6,Titans,3.6,2.6,3.1,1.1,0.8,0.9,0.8,0.4,0.6,1.2,0.5,0.9,0.2,0.1,0.2,0.0,0.0,0.0,23.5,19.3,21.4,343.9,375.1,357.3,8.6,7.1,7.1,8,DST
7,Rams,3.8,2.6,3.2,1.1,0.8,0.9,0.7,0.5,0.6,0.8,0.7,0.7,0.2,0.0,0.1,0.1,0.0,0.0,22.1,19.3,21.0,317.3,332.9,324.1,8.4,6.4,7.0,8,DST
8,Cowboys,3.5,2.2,3.0,1.0,0.5,0.8,1.0,0.5,0.7,1.1,0.8,0.9,0.2,0.0,0.1,0.0,0.0,0.0,29.7,20.1,25.4,321.6,375.7,357.1,7.8,6.6,6.7,8,DST
9,Packers,3.2,2.2,2.6,1.2,0.7,1.0,0.7,0.4,0.6,1.0,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,22.7,20.0,21.3,334.5,363.0,347.2,7.4,5.4,6.6,8,DST
10,49ers,3.3,2.4,2.9,1.2,0.6,0.8,0.7,0.5,0.6,1.0,0.8,0.9,0.2,0.0,0.1,0.1,0.0,0.1,28.1,21.7,25.3,361.0,387.8,373.6,7.5,5.4,6.6,8,DST
11,Seahawks,2.8,1.7,2.5,1.3,0.7,1.0,0.8,0.4,0.6,1.2,0.9,1.0,0.2,0.0,0.1,0.1,0.0,0.0,27.0,21.3,24.2,364.7,385.0,377.2,7.1,6.0,6.5,8,DST
12,Steelers,4.1,2.4,3.1,0.9,0.6,0.7,0.7,0.4,0.6,1.0,0.6,0.8,0.2,0.0,0.1,0.1,0.0,0.0,24.3,19.7,23.3,311.0,354.4,336.5,8.3,5.9,6.5,8,DST
13,Colts,3.1,2.3,2.6,1.1,0.6,0.9,0.6,0.3,0.5,1.0,0.5,0.8,0.2,0.0,0.2,0.1,0.0,0.1,23.6,20.4,22.0,333.0,369.7,345.3,7.2,6.2,6.4,8,DST
14,Patriots,2.8,2.1,2.3,1.3,0.7,1.0,1.0,0.4,0.6,1.4,0.7,0.9,0.2,0.0,0.1,0.1,0.0,0.0,23.0,19.1,21.4,350.1,371.1,361.7,8.1,5.5,6.4,8,DST
15,Saints,3.1,1.7,2.4,1.3,0.8,0.9,0.6,0.5,0.5,0.8,0.7,0.7,0.2,0.0,0.2,0.0,0.0,0.0,23.0,18.0,20.4,277.0,342.2,317.9,7.6,5.8,6.3,8,DST
16,Broncos,3.3,1.9,2.5,0.8,0.7,0.7,0.8,0.5,0.6,1.1,0.7,0.9,0.2,0.1,0.2,0.0,0.0,0.0,23.8,20.6,22.5,359.0,377.9,369.2,6.9,5.7,6.1,8,DST
17,Browns,2.9,1.8,2.2,0.9,0.6,0.7,1.1,0.6,0.7,1.6,0.9,1.2,0.2,0.0,0.1,0.0,0.0,0.0,23.8,21.0,22.6,348.9,383.4,366.8,6.5,5.8,6.0,8,DST
18,Panthers,2.9,1.9,2.3,0.9,0.6,0.7,0.9,0.4,0.6,1.2,0.7,0.9,0.2,0.0,0.1,0.0,0.0,0.0,27.8,22.9,25.0,370.0,393.4,384.9,6.2,5.3,5.8,8,DST
19,Raiders,2.5,1.2,1.9,1.2,0.8,1.0,0.6,0.4,0.5,1.0,0.5,0.7,0.2,0.0,0.1,0.0,0.0,0.0,25.5,20.7,23.7,338.2,356.9,349.7,6.3,5.3,5.7,8,DST
20,Lions,2.9,0.8,1.8,1.0,0.8,0.9,0.6,0.4,0.5,0.9,0.8,0.8,0.2,0.0,0.2,0.1,0.0,0.1,26.3,20.9,23.2,361.0,378.7,367.2,6.1,4.8,5.6,8,DST
21,Falcons,2.8,1.7,2.2,0.8,0.6,0.7,0.7,0.3,0.5,1.0,0.6,0.8,0.2,0.0,0.1,0.0,0.0,0.0,27.8,22.6,25.3,363.6,405.0,382.8,6.1,5.0,5.6,8,DST
22,Bengals,2.6,1.8,2.3,0.8,0.6,0.7,0.6,0.2,0.4,0.6,0.4,0.5,0.2,0.0,0.1,0.0,0.0,0.0,29.5,21.8,26.0,365.4,392.6,381.3,6.4,4.2,5.3,8,DST
23,Dolphins,2.8,1.2,1.8,0.9,0.7,0.8,0.6,0.4,0.5,0.8,0.7,0.8,0.2,0.0,0.1,0.0,0.0,0.0,25.8,23.3,24.4,366.0,399.0,384.0,5.5,4.6,5.1,8,DST
24,Giants,2.6,1.1,1.9,0.8,0.5,0.7,0.7,0.3,0.5,0.8,0.5,0.7,0.2,0.0,0.1,0.1,0.0,0.1,29.4,23.5,26.7,356.9,381.0,367.7,6.3,2.9,5.0,8,DST
