,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,George Kittle,SF,7.2,5.9,6.3,91.7,71.0,81.8,1.0,0.4,0.6,0.0,0.1,0.0,13.1,11.1,11.6,8,TE
1,Travis Kelce,KC,6.6,5.1,6.1,85.4,64.3,75.9,1.0,0.5,0.7,0.0,0.1,0.0,13.5,10.3,11.6,8,TE
2,Darren Waller,LV,6.5,5.4,6.0,73.9,57.6,65.4,1.0,0.2,0.5,0.0,0.1,0.1,12.5,7.9,9.3,8,TE
3,Mark Andrews,BAL,5.0,3.0,4.0,61.0,40.8,53.4,1.0,0.4,0.6,0.0,0.0,0.0,12.1,6.9,9.0,8,TE
4,Rob Gronkowski,TB,6.0,3.6,4.3,69.9,41.7,56.3,1.0,0.1,0.5,0.0,0.0,0.0,12.3,7.2,8.4,8,TE
5,Dallas Goedert,PHI,5.0,3.7,4.2,55.0,40.7,46.0,1.0,0.3,0.5,0.0,0.0,0.0,11.5,5.8,7.8,8,TE
6,Hunter Henry,LAC,4.8,4.0,4.5,57.6,47.1,51.7,1.0,0.2,0.4,0.0,0.1,0.0,10.8,6.5,7.6,8,TE
7,Jared Cook,NO,6.0,2.9,3.9,61.0,37.7,50.4,1.0,0.1,0.4,0.0,0.0,0.0,12.1,5.2,7.5,8,TE
8,Jonnu Smith,TEN,4.5,2.7,3.6,51.9,36.1,42.7,1.0,0.3,0.5,0.0,0.0,0.0,10.8,6.0,7.4,8,TE
9,Robert Tonyan,GB,5.0,2.2,3.3,53.0,26.2,39.3,1.0,0.1,0.4,0.0,0.0,0.0,11.3,4.7,6.4,8,TE
10,TJ Hockenson,DET,4.4,3.6,3.9,51.1,40.0,45.2,0.5,0.0,0.3,0.0,0.0,0.0,7.3,4.6,6.3,8,TE
