,Player,Salary,Position
35,Michael Thomas,7300.0,WR
11,Aaron Jones,7300.0,RB
12,Nick Chubb,6400.0,RB
13,Raheem Mostert,6400.0,RB
14,Joe Mixon,6300.0,RB
15,Chris Carson,6200.0,RB
16,Jeff Wilson,6000.0,RB
36,Deebo Samuel,6000.0,WR
37,Odell Beckham,5900.0,WR
38,Jamison Crowder,5800.0,WR
17,Austin Ekeler,5400.0,RB
18,Carlos Hyde,5300.0,RB
39,Emmanuel Sanders,4900.0,WR
19,Mark Ingram,4800.0,RB
40,Sammy Watkins,4800.0,WR
41,Tim Patrick,4700.0,WR
0,Marcus Mariota,4600.0,QB
42,Allen Lazard,4400.0,WR
43,Julian Edelman,4400.0,WR
1,Nathan Peterman,4400.0,QB
20,La'Mical Perine,4300.0,RB
2,Brian Hoyer,4200.0,QB
29,Senorise Perry,4000.0,RB
76,Austin Hooper,4000.0,TE
34,Rashaad Penny,4000.0,RB
33,Raymond Calais,4000.0,RB
32,Chandler Cox,4000.0,RB
30,Sony Michel,4000.0,RB
31,Salvon Ahmed,4000.0,RB
28,Darrynton Evans,4000.0,RB
27,Tarik Cohen,4000.0,RB
5,Jeff Driskel,4000.0,QB
6,Jordan Love,4000.0,QB
7,Trace McSorley,4000.0,QB
8,Josh Dobbs,4000.0,QB
9,Jake Fromm,4000.0,QB
10,James Morgan,4000.0,QB
21,Marlon Mack,4000.0,RB
22,Bo Scarbrough,4000.0,RB
23,Jason Cabinda,4000.0,RB
24,LeVante Bellamy,4000.0,RB
25,Patrick Taylor,4000.0,RB
26,Artavis Pierce,4000.0,RB
3,Jacob Eason,4000.0,QB
4,David Blough,4000.0,QB
44,Parris Campbell,3700.0,WR
46,Breshad Perriman,3600.0,WR
45,Bryan Edwards,3600.0,WR
47,Marquez Callaway,3400.0,WR
48,N'Keal Harry,3400.0,WR
77,Dawson Knox,3200.0,TE
64,Tyrell Williams,3000.0,WR
75,Tavon Austin,3000.0,WR
74,Chris Thompson,3000.0,WR
73,Jalen Hurd,3000.0,WR
72,Josh Gordon,3000.0,WR
71,Trishton Jackson,3000.0,WR
70,Lynn Bowden,3000.0,WR
69,Chris Hogan,3000.0,WR
68,Isaiah Hodgins,3000.0,WR
67,Duke Williams,3000.0,WR
66,Quincy Adeboyejo,3000.0,WR
65,JoJo Natson,3000.0,WR
49,Dezmon Patmon,3000.0,WR
63,Rico Gafford,3000.0,WR
55,Tajae Sharpe,3000.0,WR
62,John Ross,3000.0,WR
50,Reece Fountain,3000.0,WR
52,Jason Moore,3000.0,WR
53,Diontae Spencer,3000.0,WR
54,Courtland Sutton,3000.0,WR
51,Quintez Cephus,3000.0,WR
56,Dan Chisena,3000.0,WR
57,Bennie Fowler,3000.0,WR
58,Ted Ginn,3000.0,WR
59,Riley Ridley,3000.0,WR
60,Antoine Wesley,3000.0,WR
61,DeAndrew White,3000.0,WR
78,Virgil Green,2800.0,TE
88,CJ Uzomah,2500.0,TE
96,Tyler Ott,2500.0,TE
95,Brycen Hopkins,2500.0,TE
94,James Winchester,2500.0,TE
93,Daniel Brown,2500.0,TE
92,Tommy Sweeney,2500.0,TE
91,Dalton Keene,2500.0,TE
90,Nick O'Leary,2500.0,TE
89,Clark Harris,2500.0,TE
81,Josiah Deguara,2500.0,TE
87,Beau Brinkley,2500.0,TE
86,Zach Gentry,2500.0,TE
85,Patrick Scales,2500.0,TE
84,Darion Clark,2500.0,TE
83,Zach Wood,2500.0,TE
82,John Lovett,2500.0,TE
80,Austin Fort,2500.0,TE
79,Hunter Bryant,2500.0,TE
97,Jordan Reed,2500.0,TE
