,Player,Team,ATT_MAX,ATT_MIN,ATT_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,REC_MAX,REC_MIN,REC_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Todd Gurley,ATL,22.0,17.0,19.0,101.0,85.0,93.0,1.0,0.8,0.9,5.7,4.0,4.7,44.9,37.0,40.2,0.3,0.0,0.2,0.1,0.2,0.2,22.4,18.3,19.6,15,RB
1,Ezekiel Elliott,DAL,26.0,18.9,21.8,115.0,80.4,99.8,1.0,0.6,0.8,5.7,4.0,4.7,42.9,30.0,37.0,0.3,0.0,0.2,0.1,0.2,0.1,21.0,17.1,19.2,15,RB
2,Christian McCaffrey,CAR,15.7,13.4,14.7,77.1,55.6,68.2,1.0,0.5,0.7,7.0,5.7,6.4,55.0,52.0,53.8,0.5,0.0,0.3,0.1,0.2,0.1,20.3,15.8,17.7,15,RB
3,Saquon Barkley,NYG,19.1,16.1,18.0,83.5,65.6,78.2,1.0,0.4,0.7,8.1,5.1,6.5,55.0,41.2,49.8,0.3,0.0,0.2,0.0,0.2,0.1,19.5,16.8,17.7,15,RB
4,Nick Chubb,CLE,24.3,16.5,19.2,119.0,79.0,90.2,1.0,0.7,0.8,4.0,1.0,2.2,26.4,10.0,17.9,0.1,0.0,0.1,0.0,0.2,0.1,18.8,13.8,16.1,15,RB
5,Alvin Kamara,NO,16.0,12.2,13.8,70.7,50.7,61.8,1.0,0.6,0.7,5.6,4.5,5.0,52.3,29.0,42.2,0.4,0.0,0.3,0.0,0.1,0.1,17.6,13.7,16.0,15,RB
6,Joe Mixon,CIN,23.0,14.4,17.4,90.0,69.6,76.5,1.0,0.5,0.6,4.0,3.3,3.6,35.0,17.0,28.0,0.2,0.0,0.1,0.0,0.1,0.1,18.5,12.2,14.7,15,RB
7,Phillip Lindsay,DEN,17.3,14.0,15.9,85.0,73.5,78.9,1.0,0.6,0.8,3.1,2.0,2.7,25.0,15.6,19.7,0.1,0.0,0.1,0.0,0.1,0.1,16.0,13.9,14.7,15,RB
8,Chris Carson,SEA,20.0,16.7,18.0,89.0,71.4,78.8,1.0,0.5,0.7,2.5,1.2,1.9,23.7,12.0,15.5,0.1,0.0,0.1,0.1,0.2,0.2,16.0,12.6,13.5,15,RB
9,David Johnson,HOU,18.2,14.2,16.8,75.0,57.0,66.6,1.0,0.3,0.5,5.0,3.5,4.1,35.0,26.0,31.4,0.2,0.0,0.1,0.1,0.2,0.1,17.0,10.8,13.2,15,RB
10,Leonard Fournette,TB,20.8,12.0,17.0,86.7,48.7,68.8,1.0,0.3,0.6,3.0,2.6,2.8,27.8,15.0,23.2,0.2,0.0,0.1,0.1,0.1,0.1,16.0,9.6,13.1,15,RB
11,Dalvin Cook,MIN,16.2,13.3,14.8,74.4,59.0,65.7,1.0,0.3,0.6,4.3,3.5,3.9,34.2,21.0,28.2,0.2,0.0,0.1,0.1,0.3,0.2,15.0,10.5,13.0,15,RB
12,Derrick Henry,TEN,20.5,13.3,16.6,101.0,55.3,71.9,1.0,0.5,0.7,1.6,1.0,1.1,12.0,5.0,7.7,0.0,0.0,0.0,0.0,0.1,0.1,15.4,9.5,12.2,15,RB
13,Sony Michel,NE,19.3,15.7,16.7,80.0,61.3,68.5,1.0,0.4,0.7,1.5,0.5,1.0,11.4,3.0,7.0,0.1,0.0,0.0,0.0,0.2,0.1,13.0,10.0,11.8,15,RB
