,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Tom Brady (11779400),Tevin Coleman (11779501),Joe Mixon (11779465),Sterling Shepard (11779701),Tyler Boyd (11779675),Davante Adams (11779659),Kyle Rudolph (11779945),Ezekiel Elliott (11779451),Ravens  (11780094),151.696,151.696
1,Tom Brady (11779400),Tevin Coleman (11779501),Joe Mixon (11779465),Kenny Stills (11779713),Tyler Boyd (11779675),Davante Adams (11779659),Kyle Rudolph (11779945),Ezekiel Elliott (11779451),Ravens  (11780094),151.366,151.366
2,Tom Brady (11779400),Joe Mixon (11779465),Ezekiel Elliott (11779451),Sterling Shepard (11779701),Kenny Stills (11779713),Tyler Boyd (11779675),Kyle Rudolph (11779945),Davante Adams (11779659),Ravens  (11780094),150.746,150.746
3,Ben Roethlisberger (11779394),Tevin Coleman (11779501),Joe Mixon (11779465),Sterling Shepard (11779701),Kenny Stills (11779713),Julio Jones (11779653),Kyle Rudolph (11779945),Saquon Barkley (11779449),Ravens  (11780094),150.37199999999999,150.37199999999999
4,Ben Roethlisberger (11779394),Joe Mixon (11779465),Ezekiel Elliott (11779451),Sterling Shepard (11779701),Kenny Stills (11779713),Tyler Boyd (11779675),Kyle Rudolph (11779945),Davante Adams (11779659),Packers  (11780107),150.082,150.082
5,Tom Brady (11779400),Tevin Coleman (11779501),Joe Mixon (11779465),Kenny Stills (11779713),Tyler Boyd (11779675),Adam Thielen (11779649),Kyle Rudolph (11779945),Saquon Barkley (11779449),Packers  (11780107),149.606,149.606
6,Tom Brady (11779400),Joe Mixon (11779465),Ezekiel Elliott (11779451),Sterling Shepard (11779701),Kenny Stills (11779713),Davante Adams (11779659),Kyle Rudolph (11779945),Rob Gronkowski (11779925),Ravens  (11780094),149.186,149.186
7,Tom Brady (11779400),Tevin Coleman (11779501),Joe Mixon (11779465),Sterling Shepard (11779701),Tyler Boyd (11779675),Julio Jones (11779653),Kyle Rudolph (11779945),Ezekiel Elliott (11779451),Packers  (11780107),148.796,148.796
8,Tom Brady (11779400),Tevin Coleman (11779501),Joe Mixon (11779465),Kenny Stills (11779713),Tyler Boyd (11779675),Julio Jones (11779653),Kyle Rudolph (11779945),Saquon Barkley (11779449),Packers  (11780107),148.486,148.486
9,Tom Brady (11779400),Tevin Coleman (11779501),Ezekiel Elliott (11779451),Sterling Shepard (11779701),Kenny Stills (11779713),Davante Adams (11779659),Kyle Rudolph (11779945),Julio Jones (11779653),Packers  (11780107),148.106,148.106
