,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,7.3,6.0,6.7,93.0,65.0,83.2,1.0,0.5,0.7,0.0,0.1,0.1,13.2,12.2,12.6,15,TE
1,Eric Ebron,PIT,6.0,4.2,5.2,70.0,49.2,60.2,1.0,0.6,0.7,0.0,0.1,0.0,13.0,8.3,10.2,15,TE
2,Zach Ertz,PHI,7.3,5.6,6.6,75.0,60.7,68.1,1.0,0.3,0.5,0.0,0.1,0.0,13.5,7.9,10.0,15,TE
3,George Kittle,SF,6.2,4.5,5.5,79.0,55.7,68.8,1.0,0.2,0.5,0.0,0.1,0.0,13.0,8.3,9.6,15,TE
4,Rob Gronkowski,TB,5.0,3.8,4.4,73.5,50.0,60.6,1.0,0.4,0.6,0.0,0.1,0.0,12.5,7.6,9.4,15,TE
5,Jared Cook,NO,6.0,3.9,4.9,70.0,44.2,60.0,1.0,0.3,0.5,0.0,0.1,0.1,13.0,6.7,8.8,15,TE
6,David Njoku,CLE,5.0,3.3,3.8,55.0,37.7,42.3,1.0,0.2,0.4,0.0,0.0,0.0,11.5,5.0,6.5,15,TE
7,Chris Herndon,NYJ,4.0,2.7,3.4,50.6,32.5,38.5,1.0,0.1,0.4,0.0,0.0,0.0,10.0,3.9,6.4,15,TE
8,Ian Thomas,CAR,5.0,3.1,3.7,55.0,24.4,37.0,1.0,0.2,0.4,0.0,0.0,0.0,11.5,4.0,6.0,15,TE
9,Evan Engram,NYG,4.5,3.6,4.1,60.4,33.0,46.2,0.3,0.0,0.2,0.0,0.1,0.0,7.8,4.5,5.9,15,TE
10,Austin Hooper,CLE,5.1,3.0,4.4,45.7,35.0,42.6,0.4,0.0,0.3,0.0,0.0,0.0,6.6,3.5,5.8,15,TE
11,Cameron Brate,TB,4.0,2.0,3.3,45.0,25.0,36.3,0.6,0.0,0.3,0.0,0.1,0.0,8.1,2.5,5.5,15,TE
12,Jimmy Graham,CHI,3.6,3.0,3.3,47.0,34.5,39.8,0.3,0.0,0.2,0.0,0.1,0.0,6.5,3.5,5.2,15,TE
13,Kyle Rudolph,MIN,4.1,3.1,3.7,45.9,31.0,37.9,0.4,0.0,0.2,0.0,0.1,0.0,6.4,4.0,5.1,15,TE
14,Vance McDonald,PIT,4.0,3.0,3.5,47.1,30.0,38.7,0.3,0.0,0.2,0.0,0.1,0.0,5.9,3.0,4.9,15,TE
15,Trey Burton,IND,4.0,2.3,3.0,40.0,29.3,33.6,0.3,0.0,0.2,0.0,0.1,0.0,5.1,4.0,4.5,15,TE
16,CJ Uzomah,CIN,3.7,3.0,3.3,36.4,30.8,33.2,0.3,0.0,0.2,0.0,0.1,0.0,5.1,3.5,4.3,15,TE
17,Gerald Everett,LAR,3.0,2.0,2.5,35.0,22.0,27.9,0.3,0.0,0.2,0.0,0.0,0.0,4.6,3.4,4.0,15,TE
18,Matt LaCosse,NE,4.6,1.4,2.6,50.0,16.4,29.4,0.3,0.0,0.2,0.0,0.1,0.0,7.0,2.4,3.9,15,TE
19,Ricky Seals-Jones,KC,3.0,2.1,2.5,36.0,25.1,28.8,0.2,0.0,0.1,0.0,0.1,0.0,4.6,3.0,3.6,15,TE
20,Blake Jarwin,DAL,2.4,2.0,2.3,25.9,21.9,24.3,0.3,0.0,0.1,0.0,0.0,0.0,4.6,2.5,3.3,15,TE
21,Ryan Griffin,NYJ,4.0,1.1,2.0,45.0,11.7,24.8,0.2,0.0,0.1,0.0,0.0,0.0,4.5,2.1,3.1,15,TE
22,Dallas Goedert,PHI,2.3,1.4,2.0,24.9,14.7,20.4,0.3,0.0,0.2,0.0,0.1,0.0,3.7,2.0,3.1,15,TE
23,Anthony Firkser,TEN,3.0,1.2,2.1,34.0,11.0,22.8,0.2,0.0,0.1,0.0,0.1,0.0,4.6,1.6,3.0,15,TE
24,Nick Vannett,DEN,2.3,1.6,2.0,28.4,16.8,21.1,0.2,0.0,0.1,0.0,0.0,0.0,3.6,2.0,3.0,15,TE
25,Jesse James,DET,2.4,1.0,1.9,30.7,15.0,23.3,0.2,0.0,0.1,0.0,0.0,0.0,3.7,1.5,2.9,15,TE
26,Mark Andrews,BAL,2.0,1.2,1.6,26.0,15.7,20.1,0.2,0.0,0.1,0.0,0.0,0.0,3.8,2.0,2.8,15,TE
27,James O'Shaughnessy,JAC,2.3,1.3,2.0,25.1,12.2,20.7,0.1,0.0,0.1,0.0,0.0,0.0,3.1,1.8,2.5,15,TE
28,Mo Alie-Cox,IND,2.5,0.5,1.4,24.7,7.8,16.2,0.2,0.1,0.2,0.0,0.0,0.0,3.7,1.5,2.5,15,TE
29,Levine Toilolo,NYG,2.5,1.0,1.9,25.3,10.0,18.6,0.2,0.0,0.1,0.0,0.0,0.0,3.6,1.0,2.5,15,TE
30,Tyler Higbee,LAR,2.0,1.0,1.6,25.8,10.0,17.8,0.2,0.0,0.1,0.0,0.0,0.0,3.8,1.0,2.5,15,TE
31,Dan Arnold,ARI,2.7,0.8,1.6,34.1,9.6,18.6,0.2,0.0,0.1,0.0,0.0,0.0,4.6,1.6,2.4,15,TE
32,Luke Stocker,ATL,2.3,1.0,1.5,19.0,10.5,15.2,0.2,0.1,0.1,0.0,0.1,0.0,2.8,1.7,2.3,15,TE
33,Adam Shaheen,MIA,1.3,0.3,0.9,15.0,3.5,9.5,0.5,0.1,0.2,0.0,0.0,0.0,4.5,0.7,2.1,15,TE
34,Jason Croom,PHI,1.8,0.2,1.2,18.8,1.7,13.6,0.3,0.0,0.1,0.0,0.1,0.0,3.7,0.2,2.1,15,TE
35,Demetrius Harris,CHI,1.6,1.0,1.2,19.0,10.0,14.2,0.2,0.0,0.1,0.0,0.0,0.0,3.1,1.0,2.1,15,TE
36,Jordan Akins,HOU,1.4,1.0,1.2,17.7,10.9,13.8,0.1,0.1,0.1,0.0,0.0,0.0,2.4,1.4,2.0,15,TE
37,Virgil Green,LAC,2.0,1.0,1.5,19.8,9.5,14.6,0.2,0.0,0.1,0.0,0.0,0.0,2.8,1.4,2.0,15,TE
38,Jordan Leggett,DEN,1.8,1.2,1.4,19.1,11.0,13.6,0.1,0.1,0.1,0.0,0.0,0.0,2.5,1.7,2.0,15,TE
39,Dalton Schultz,DAL,2.1,0.5,1.4,17.1,3.9,13.1,0.1,0.0,0.1,0.0,0.0,0.0,2.5,0.6,1.8,15,TE
40,Darren Fells,HOU,1.1,0.5,0.8,13.0,4.8,8.9,0.3,0.0,0.1,0.0,0.0,0.0,3.0,0.5,1.7,15,TE
41,Josh Hill,NO,1.3,0.8,1.0,13.8,7.0,10.5,0.1,0.1,0.1,0.0,0.0,0.0,2.0,1.2,1.7,15,TE
42,Luke Willson,SEA,1.8,1.0,1.4,17.8,10.0,12.1,0.1,0.0,0.1,0.0,0.1,0.0,2.4,1.0,1.5,15,TE
43,Hayden Hurst,ATL,2.0,0.4,1.0,19.4,5.1,10.4,0.3,0.0,0.1,0.0,0.0,0.0,3.7,0.5,1.5,15,TE
44,Mike Gesicki,MIA,1.7,0.8,1.2,18.0,5.2,12.0,0.1,0.0,0.1,0.0,0.2,0.1,2.4,0.6,1.5,15,TE
45,Seth DeValve,ARI,0.9,0.4,0.7,11.4,5.0,8.8,0.2,0.0,0.1,0.0,0.2,0.1,2.6,0.7,1.4,15,TE
46,Antony Auclair,TB,1.2,0.3,0.9,13.0,2.2,9.5,0.1,0.0,0.1,0.0,0.1,0.0,1.9,0.3,1.2,15,TE
47,Maxx Williams,ARI,1.1,0.2,0.8,9.7,2.5,7.2,0.1,0.0,0.1,0.0,0.0,0.0,1.6,0.3,1.2,15,TE
48,Derek Carrier,LV,1.9,0.5,0.9,19.6,5.1,9.6,0.1,0.0,0.0,0.0,0.0,0.0,2.6,0.5,1.2,15,TE
49,Jeremy Sprinkle,WAS,1.4,0.1,0.9,15.8,0.6,8.9,0.1,0.0,0.0,0.0,0.0,0.0,2.2,0.1,1.2,15,TE
50,Lee Smith,BUF,1.2,0.4,0.7,12.2,3.4,7.0,0.1,0.1,0.1,0.0,0.1,0.0,1.8,0.6,1.1,15,TE
51,Nick Boyle,BAL,1.1,0.5,0.9,10.0,4.5,8.1,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.6,1.1,15,TE
52,Jacob Hollister,SEA,0.6,0.6,0.6,7.0,7.0,7.0,0.1,0.1,0.1,0.0,0.0,0.0,1.1,1.1,1.1,15,TE
53,MyCole Pruitt,TEN,1.4,0.3,0.8,14.8,1.9,7.8,0.1,0.0,0.1,0.0,0.1,0.0,2.1,0.3,1.0,15,TE
54,Blake Bell,DAL,1.7,0.3,0.8,14.0,2.4,7.8,0.1,0.0,0.1,0.0,0.1,0.0,1.8,0.3,1.0,15,TE
55,Matt Flanagan,JAC,0.9,0.9,0.9,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.0,15,TE
56,Logan Thomas,WAS,1.0,1.0,1.0,10.0,6.3,8.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15,TE
57,Sean Culkin,BAL,0.2,0.2,0.2,2.8,2.8,2.8,0.1,0.1,0.1,0.0,0.0,0.0,1.0,1.0,0.9,15,TE
58,Robert Tonyan,GB,0.7,0.1,0.4,9.5,2.0,5.2,0.1,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.8,15,TE
59,Chris Manhertz,CAR,0.8,0.2,0.4,10.0,1.2,4.8,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.7,15,TE
60,Tyler Conklin,MIN,0.7,0.3,0.4,8.0,3.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.5,15,TE
61,Eric Tomlinson,BAL,0.8,0.2,0.5,6.0,2.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.5,15,TE
