,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Tom Brady,Tevin Coleman,Joe Mixon,Sterling Shepard,Tyler Boyd,Davante Adams,Kyle Rudolph,Ezekiel Elliott,Baltimore Ravens,151.696,49700
1,Ben Roethlisberger,Tevin Coleman,Joe Mixon,Sterling Shepard,Kenny Stills,Adam Thielen,Kyle Rudolph,Ezekiel Elliott,Baltimore Ravens,151.47199999999998,49700
2,Tom Brady,Tevin Coleman,Joe Mixon,Kenny Stills,Tyler Boyd,Davante Adams,Kyle Rudolph,Saquon Barkley,Baltimore Ravens,151.386,50000
3,Tom Brady,Tevin Coleman,Joe Mixon,Kenny Stills,Tyler Boyd,Davante Adams,Kyle Rudolph,Ezekiel Elliott,Baltimore Ravens,151.366,49600
4,Tom Brady,Tevin Coleman,Joe Mixon,Sterling Shepard,Kenny Stills,Davante Adams,Eric Ebron,Ezekiel Elliott,Green Bay Packers,151.09599999999998,50000
5,Ben Roethlisberger,Tevin Coleman,Joe Mixon,Sterling Shepard,Tyler Boyd,Davante Adams,Kyle Rudolph,Ezekiel Elliott,Green Bay Packers,151.03199999999998,49700
6,Tom Brady,Joe Mixon,Ezekiel Elliott,Sterling Shepard,Kenny Stills,Tyler Boyd,Kyle Rudolph,Davante Adams,Baltimore Ravens,150.746,49800
7,Ben Roethlisberger,Tevin Coleman,Joe Mixon,Kenny Stills,Tyler Boyd,Davante Adams,Kyle Rudolph,Saquon Barkley,Green Bay Packers,150.72199999999998,50000
8,Ben Roethlisberger,Tevin Coleman,Joe Mixon,Kenny Stills,Tyler Boyd,Davante Adams,Kyle Rudolph,Ezekiel Elliott,Green Bay Packers,150.702,49600
9,Ben Roethlisberger,Tevin Coleman,Joe Mixon,Sterling Shepard,Kenny Stills,Julio Jones,Kyle Rudolph,Saquon Barkley,Baltimore Ravens,150.37199999999999,49900
10,Ben Roethlisberger,Tevin Coleman,Joe Mixon,Sterling Shepard,Kenny Stills,Julio Jones,Kyle Rudolph,Ezekiel Elliott,Baltimore Ravens,150.35199999999998,49500
11,Tom Brady,Joe Mixon,Ezekiel Elliott,Sterling Shepard,Kenny Stills,Davante Adams,Kyle Rudolph,Eric Ebron,Baltimore Ravens,150.256,50000
12,Ben Roethlisberger,Joe Mixon,Ezekiel Elliott,Sterling Shepard,Kenny Stills,Tyler Boyd,Kyle Rudolph,Davante Adams,Green Bay Packers,150.082,49800
13,Tom Brady,Tevin Coleman,Joe Mixon,Sterling Shepard,Kenny Stills,Davante Adams,Rob Gronkowski,Ezekiel Elliott,Green Bay Packers,150.02599999999998,49900
14,Tom Brady,Tevin Coleman,Joe Mixon,Sterling Shepard,Tyler Boyd,Adam Thielen,Kyle Rudolph,Ezekiel Elliott,Green Bay Packers,149.916,49700
15,Tom Brady,Tevin Coleman,Joe Mixon,Kenny Stills,Tyler Boyd,Adam Thielen,Kyle Rudolph,Saquon Barkley,Green Bay Packers,149.606,50000
16,Ben Roethlisberger,Joe Mixon,Ezekiel Elliott,Sterling Shepard,Kenny Stills,Davante Adams,Kyle Rudolph,Eric Ebron,Green Bay Packers,149.59199999999998,50000
