,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,ATT_MAX,ATT_MIN,ATT_MID,YDS.1_MAX,YDS.1_MIN,YDS.1_MID,TDS.1_MAX,TDS.1_MIN,TDS.1_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Davante Adams,GB,9.0,7.0,7.6,107.0,81.3,93.6,1.0,0.6,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,16.7,12.6,14.1,7,WR
1,DeAndre Hopkins,ARI,9.0,6.3,7.8,110.0,86.9,97.1,1.0,0.4,0.6,0.1,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,17.0,11.9,13.4,7,WR
2,DK Metcalf,SEA,6.0,4.0,5.0,103.0,71.7,84.6,1.0,0.6,0.7,0.1,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.1,16.3,11.6,12.8,7,WR
3,Stefon Diggs,BUF,8.0,5.5,6.5,99.0,84.0,89.4,1.0,0.5,0.6,0.5,0.0,0.3,2.8,0.1,1.7,0.0,0.0,0.0,0.0,0.1,0.1,15.6,11.4,12.8,7,WR
4,Calvin Ridley,ATL,7.0,5.0,5.8,91.0,72.5,80.6,1.0,0.5,0.7,0.5,0.4,0.4,3.4,1.7,2.4,0.0,0.0,0.0,0.0,0.1,0.0,15.1,10.4,12.5,7,WR
5,Kenny Golladay,DET,8.0,4.7,5.4,97.0,76.3,83.9,1.0,0.6,0.7,0.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,15.7,11.2,12.4,7,WR
6,Tyreek Hill,KC,6.0,4.5,5.2,95.0,68.0,78.0,1.0,0.4,0.6,1.4,0.5,1.1,10.1,2.8,6.4,0.1,0.0,0.1,0.0,0.1,0.0,15.5,10.3,12.1,7,WR
7,Julio Jones,ATL,6.7,5.0,6.0,102.1,72.0,87.3,1.0,0.4,0.6,0.1,0.0,0.1,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,13.2,9.9,12.0,7,WR
8,Tyler Lockett,SEA,6.3,5.4,5.8,87.0,71.5,77.4,1.0,0.4,0.6,0.7,0.0,0.3,4.6,0.0,1.5,0.0,0.0,0.0,0.0,0.1,0.0,14.7,10.3,11.5,7,WR
9,Will Fuller,HOU,6.0,4.5,5.2,93.0,67.0,78.3,1.0,0.5,0.6,0.2,0.0,0.1,1.3,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,15.3,9.8,11.5,7,WR
