,Player,SACK_MAX,SACK_MIN,SACK_MID,INT_MAX,INT_MIN,INT_MID,FR_MAX,FR_MIN,FR_MID,FF_MAX,FF_MIN,FF_MID,TD_MAX,TD_MIN,TD_MID,SAFETY_MAX,SAFETY_MIN,SAFETY_MID,PA_MAX,PA_MIN,PA_MID,YDS AGN_MAX,YDS AGN_MIN,YDS AGN_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Bills,3.3,2.5,2.8,1.1,0.9,1.0,0.7,0.4,0.6,1.0,0.8,1.0,0.2,0.1,0.2,0.0,0.0,0.0,20.5,13.8,17.7,246.0,326.2,295.6,8.7,6.7,7.9,7,DST
1,Patriots,2.9,2.2,2.6,1.5,0.8,1.0,0.9,0.5,0.6,1.2,0.8,0.9,0.3,0.0,0.2,0.1,0.0,0.0,20.8,17.6,19.9,343.0,372.5,358.5,9.2,6.1,7.9,7,DST
2,Chiefs,3.2,1.3,2.3,1.4,0.8,1.0,0.7,0.5,0.5,1.0,0.7,0.8,0.2,0.2,0.2,0.0,0.0,0.0,20.5,17.1,19.0,302.0,348.9,332.7,7.7,5.7,7.5,7,DST
3,Rams,3.6,1.7,2.5,1.2,0.8,0.9,0.6,0.5,0.5,0.8,0.7,0.7,0.2,0.0,0.2,0.1,0.0,0.1,20.0,17.2,18.8,282.0,346.6,323.4,7.7,5.7,7.4,7,DST
4,Browns,3.7,2.8,3.1,1.0,0.8,0.9,1.1,0.6,0.7,1.5,1.0,1.2,0.2,0.1,0.2,0.0,0.0,0.0,25.4,22.7,23.8,335.3,361.7,347.3,8.3,6.9,7.3,7,DST
5,Chargers,3.2,2.4,2.7,0.9,0.7,0.8,0.7,0.4,0.5,0.9,0.6,0.7,0.2,0.1,0.2,0.0,0.0,0.0,23.4,16.7,19.5,324.0,363.2,339.5,7.7,5.9,7.3,7,DST
6,Giants,3.8,2.5,3.1,1.2,0.7,0.9,1.0,0.5,0.7,1.1,0.8,0.9,0.2,0.1,0.1,0.0,0.0,0.0,25.2,21.8,24.1,308.8,351.6,332.4,8.3,6.7,7.3,7,DST
7,Eagles,3.3,2.4,2.9,1.0,0.8,0.9,0.9,0.5,0.7,1.3,0.8,1.0,0.2,0.1,0.2,0.1,0.0,0.0,20.7,19.1,20.0,298.0,312.9,305.2,8.4,6.4,7.0,7,DST
8,Packers,3.6,2.8,3.2,1.2,0.8,1.0,0.7,0.4,0.5,0.7,0.6,0.7,0.2,0.0,0.1,0.1,0.0,0.0,27.0,21.8,24.8,359.5,374.0,365.5,8.0,6.2,7.0,7,DST
9,Team,2.9,1.7,2.5,1.4,0.9,1.0,0.9,0.4,0.7,1.4,1.0,1.2,0.2,0.0,0.1,0.1,0.0,0.0,25.1,21.2,23.4,351.7,386.0,369.4,8.0,6.0,6.7,7,DST
10,Steelers,3.7,2.7,3.0,1.0,0.7,0.8,0.7,0.5,0.6,0.9,0.7,0.8,0.2,0.0,0.1,0.1,0.0,0.0,29.2,19.5,24.6,319.0,399.4,356.9,7.7,6.1,6.6,7,DST
11,Cowboys,3.3,2.8,3.0,0.8,0.5,0.8,0.8,0.4,0.6,1.1,0.7,0.9,0.2,0.0,0.1,0.0,0.0,0.0,24.5,18.4,21.7,281.0,350.8,314.7,7.7,6.3,6.6,7,DST
12,Saints,3.3,2.1,2.7,0.9,0.8,0.8,0.9,0.4,0.6,1.2,0.8,1.0,0.2,0.1,0.2,0.1,0.0,0.0,24.4,18.9,21.6,340.0,362.4,352.6,7.8,6.0,6.6,7,DST
