,Player,Salary,Position
14,Christian McCaffrey,8300.0,RB
36,Michael Thomas,7600.0,WR
15,Aaron Jones,7200.0,RB
16,Raheem Mostert,6500.0,RB
17,Joe Mixon,6300.0,RB
18,Austin Ekeler,6100.0,RB
19,Nick Chubb,5900.0,RB
37,Emmanuel Sanders,5100.0,WR
38,John Brown,5100.0,WR
0,Dwayne Haskins,5000.0,QB
1,Will Grier,4800.0,QB
39,Sammy Watkins,4600.0,WR
3,PJ Walker,4600.0,QB
2,Brian Hoyer,4600.0,QB
40,Allen Lazard,4500.0,WR
20,La'Mical Perine,4200.0,RB
4,Nathan Peterman,4100.0,QB
33,Chris Thompson,4000.0,RB
31,LeVante Bellamy,4000.0,RB
32,TJ Logan,4000.0,RB
30,Jeremy Cox,4000.0,RB
34,Derek Watt,4000.0,RB
27,Bryce Love,4000.0,RB
35,Darrynton Evans,4000.0,RB
72,Austin Hooper,4000.0,TE
29,Jonathan Ward,4000.0,RB
28,Rashaad Penny,4000.0,RB
26,Scottie Phillips,4000.0,RB
12,Easton Stick,4000.0,QB
5,James Morgan,4000.0,QB
7,Jordan Love,4000.0,QB
8,Dak Prescott,4000.0,QB
9,Blake Bortles,4000.0,QB
10,Jeff Driskel,4000.0,QB
11,Ryan Griffin,4000.0,QB
6,Mike White,4000.0,QB
13,Josh Dobbs,4000.0,QB
25,Tyler Ervin,4000.0,RB
22,Sony Michel,4000.0,RB
23,Jason Cabinda,4000.0,RB
24,Patrick Taylor,4000.0,RB
21,Tevin Coleman,4000.0,RB
73,Dawson Knox,3300.0,TE
60,Malik Turner,3000.0,WR
61,Ventell Bryant,3000.0,WR
62,Penny Hart,3000.0,WR
63,Phillip Dorsett,3000.0,WR
64,Josh Gordon,3000.0,WR
65,Diontae Spencer,3000.0,WR
68,John Franklin,3000.0,WR
66,Courtland Sutton,3000.0,WR
67,John Hurst,3000.0,WR
69,Bryan Edwards,3000.0,WR
70,Tyrell Williams,3000.0,WR
71,Cameron Batson,3000.0,WR
58,Kelvin Harmon,3000.0,WR
59,Emanuel Hall,3000.0,WR
49,Chris Hogan,3000.0,WR
57,Antonio Gandy-Golden,3000.0,WR
47,Omar Bayless,3000.0,WR
56,Isaiah Wright,3000.0,WR
41,Dante Pettis,3000.0,WR
43,Jalen Hurd,3000.0,WR
44,Chris Thompson,3000.0,WR
45,Tavon Austin,3000.0,WR
46,Quincy Adeboyejo,3000.0,WR
42,Kevin White,3000.0,WR
48,Bennie Fowler,3000.0,WR
51,Isaiah Hodgins,3000.0,WR
52,KhaDarel Hodge,3000.0,WR
53,JoJo Natson,3000.0,WR
54,Isaiah Coulter,3000.0,WR
50,Josh Malone,3000.0,WR
55,Steven Sims,3000.0,WR
74,Josh Oliver,2800.0,TE
92,James Winchester,2500.0,TE
88,Thaddeus Moss,2500.0,TE
89,Blake Jarwin,2500.0,TE
90,Colby Parkinson,2500.0,TE
91,Tyler Ott,2500.0,TE
95,Nick O'Leary,2500.0,TE
93,Austin Fort,2500.0,TE
94,OJ Howard,2500.0,TE
96,Tyler Davis,2500.0,TE
86,Josiah Deguara,2500.0,TE
87,John Lovett,2500.0,TE
78,Zach Wood,2500.0,TE
85,Clark Harris,2500.0,TE
84,CJ Uzomah,2500.0,TE
83,Hunter Bryant,2500.0,TE
82,Isaac Nauta,2500.0,TE
81,Reggie Gilliam,2500.0,TE
80,Tommy Sweeney,2500.0,TE
79,Daniel Brown,2500.0,TE
77,Colin Thompson,2500.0,TE
76,Dalton Keene,2500.0,TE
75,Jordan Reed,2500.0,TE
97,Stephen Anderson,2500.0,TE
