,Player,Team,REC_MAX,REC_MIN,REC_MID,YDS_MAX,YDS_MIN,YDS_MID,TDS_MAX,TDS_MIN,TDS_MID,FL_MAX,FL_MIN,FL_MID,FPTS_MAX,FPTS_MIN,FPTS_MID,Week,Position
0,Travis Kelce,KC,6.5,5.8,6.1,84.3,72.6,76.1,1.0,0.5,0.6,0.0,0.1,0.0,13.4,10.1,11.2,7,TE
1,Darren Waller,LV,7.0,5.4,6.1,79.5,57.9,66.8,1.0,0.2,0.5,0.0,0.1,0.1,12.7,8.1,9.3,7,TE
2,George Kittle,SF,6.0,5.0,5.6,80.6,61.0,72.4,0.5,0.0,0.3,0.0,0.1,0.0,10.4,6.1,9.1,7,TE
3,Hunter Henry,LAC,5.5,3.6,4.6,69.1,45.2,55.9,1.0,0.3,0.5,0.0,0.1,0.0,11.8,7.1,8.4,7,TE
4,TJ Hockenson,DET,5.0,3.0,3.8,48.6,34.1,42.2,1.0,0.3,0.6,0.0,0.0,0.0,10.7,5.8,7.7,7,TE
5,Jared Cook,NO,6.0,3.2,4.1,61.2,41.2,52.7,0.6,0.0,0.3,0.0,0.0,0.0,8.1,5.9,7.0,7,TE
6,Evan Engram,NYG,5.4,3.7,4.4,60.9,38.7,47.3,1.0,0.0,0.3,0.0,0.0,0.0,11.9,5.4,6.7,7,TE
7,Jonnu Smith,TEN,4.3,2.4,3.3,47.0,30.0,41.7,1.0,0.0,0.4,0.0,0.0,0.0,10.7,5.4,6.7,7,TE
8,Robert Tonyan,GB,5.0,1.3,3.2,54.0,14.3,37.6,1.0,0.2,0.4,0.0,0.0,0.0,11.4,2.5,6.4,7,TE
9,Rob Gronkowski,TB,5.0,2.9,3.7,62.8,34.4,49.1,0.5,0.0,0.2,0.0,0.0,0.0,7.7,5.3,6.3,7,TE
10,Noah Fant,DEN,4.3,3.1,3.7,49.0,40.3,45.4,0.3,0.0,0.2,0.0,0.1,0.0,6.4,4.5,5.6,7,TE
11,Eric Ebron,PIT,5.1,3.2,4.0,57.8,33.9,44.1,0.4,0.0,0.2,0.0,0.1,0.0,6.4,4.4,5.6,7,TE
12,Hayden Hurst,ATL,4.1,3.0,3.4,48.8,33.8,39.5,0.4,0.0,0.2,0.0,0.0,0.0,6.3,4.3,5.3,7,TE
13,Darren Fells,HOU,4.1,2.3,3.3,45.0,28.5,37.1,0.4,0.0,0.3,0.0,0.0,0.0,6.3,4.5,5.3,7,TE
14,Jimmy Graham,CHI,5.1,3.3,3.9,58.5,30.4,40.3,0.3,0.0,0.2,0.0,0.0,0.0,5.7,4.2,5.1,7,TE
15,Tyler Higbee,LAR,4.0,2.7,3.3,48.6,30.7,38.2,0.3,0.0,0.2,0.0,0.0,0.0,6.6,4.0,4.9,7,TE
16,Richard Rodgers,PHI,4.0,2.7,3.4,42.4,27.5,34.9,0.4,0.0,0.2,0.0,0.1,0.0,5.5,3.9,4.5,7,TE
17,Dalton Schultz,DAL,5.2,2.3,3.3,56.3,21.1,36.6,0.3,0.0,0.1,0.0,0.1,0.1,5.2,3.4,4.4,7,TE
18,David Njoku,CLE,3.5,2.1,2.7,43.8,23.6,31.1,0.4,0.0,0.2,0.0,0.0,0.0,6.5,2.9,4.4,7,TE
19,Logan Thomas,WAS,4.9,2.3,3.2,43.0,23.9,31.8,0.5,0.0,0.2,0.0,0.0,0.0,5.7,3.5,4.4,7,TE
20,Greg Olsen,SEA,3.3,2.6,2.9,40.3,26.7,31.9,0.4,0.0,0.2,0.0,0.0,0.0,5.3,3.5,4.2,7,TE
21,Anthony Firkser,TEN,3.3,1.0,2.0,40.6,10.0,24.8,0.2,0.0,0.1,0.0,0.0,0.0,4.2,1.0,3.2,7,TE
